id	author	quote
10212	Eddie Cantor	It takes 20 years to make an overnight success.
10213	Eddie Cantor	A wedding is a funeral where you smell your own flowers.
10214	Eddie Cantor	Marriage is an attempt to solve problems together which you didn't even have when you were on your own.
10215	Eddie Cantor	When I see the Ten Most Wanted Lists... I always have this thought: If we'd made them feel wanted earlier, they wouldn't be wanted now.
10302	Edi Gathegi	I am sort of an adventurer. I like to explore new places. I don't get to travel as often as I would like but I love it.
10303	Edi Gathegi	Villains are fun to play.
10304	Edi Gathegi	I think that different actors go about their preparation differently, but when it comes to acting, I use my imagination.
10305	Edi Gathegi	I have died in enough TV and films.
10306	Edi Gathegi	New York is the only city that I have ever lived in that I have felt at home.
10349	Edmond About	Marriage, in life, is like a duel in the midst of a battle.
10350	Edmond About	It was in the Papal States that I studied the Roman Question. I traveled over every part of the country; I conversed with men of all opinions, examined things very closely, and collected my information on the spot.
10351	Edmond About	I have been further enlightened by the conversation and correspondence of some illustrious Italians, whom I would gladly name, were I not afraid of exposing them to danger.
10352	Edmond About	I fight fairly, and in good faith.
10353	Edmond About	But as the Pope has a long arm, which might reach me in France, I have gone a little out of the way to tell him the plain truths contained in these pages.
10413	Edna St. Vincent Millay	I dread no more the first white in my hair, Or even age itself, the easy shoe, The cane, the wrinkled hands, the special chair: Time, doing this to me, may alter too My sorrow, into something I can bear.
10414	Edna St. Vincent Millay	Childhood is not from birth to a certain age and at a certain age The child is grown, and puts away childish things. Childhood is the kingdom where nobody dies. Nobody that matters, that is.
10415	Edna St. Vincent Millay	Pity me that the heart is slow to learn What the swift mind beholds at every turn.
10416	Edna St. Vincent Millay	Safe upon the solid rock the ugly houses stand: Come and see my shining palace built upon the sand!
10417	Edna St. Vincent Millay	April Comes like an idiot, babbling and strewing flowers.
10469	Edward Bach	Rest assured that whatever station of life we are placed, princely or lowly, it contains the lessons and experiences necessary at the moment for our evolution, and gives us the best advantage for the development of ourselves.
10470	Edward Bach	The main reason for the failure of the modern medical science is that it is dealing with results and not causes. Nothing more than the patching up of those attacked and the burying of those who are slain, without a thought being given to the real strong hold.
10471	Edward Bach	Disease is, in essence, the result of conflict between soul and mind, and will never be eradicated except by spiritual and mental effort.
10472	Edward Bach	Suffering is a corrective to point out a lesson which by other means we have failed to grasp, and never can it be eradicated until that lesson is learnt.
10473	Edward Bach	In our western civilization we have the glorious example, the great standard of perfection and the teachings of the Christ to guide us. He acts for us as Mediator between our personality and our Soul.
10554	Edward Irving	I perceive two things in Scotland of the most fearful omen: ignorance of theological truth, and a readiness to pride themselves in and boast of it.
10555	Edward Irving	The state of my poor boy's health prevents me from leaving home for a night.
10556	Edward Irving	The thing which grieves and oppresses my heart with respect to poor Scotland, is the hardness of heart manifest in the levity and cruelty with which they speak of others.
10557	Edward Irving	The Evangelical party in the Church of Scotland will lay all flat if they be not prevented.
10558	Edward Irving	I have thoroughly gone through the subject of the Incarnation; and if it served you, could at any time give you the history from the beginning of the controversies on this subject, and of its present form.
10837	Elizabeth David	Everyday holds the possibility of a miracle.
10838	Elizabeth David	An awful lot of people think it's easy to lift recipes out.
10839	Elizabeth David	I don't copy recipes without trying them out. I don't reprint without trying them again.
10840	Elizabeth David	I'm very interested in my new kitchen equipment shop. I've started it with two friends.
10841	Elizabeth David	Writing doesn't come easily to me. It gets more and more difficult.
11909	Faith Baldwin	Time is a dressmaker specializing in alterations.
11910	Faith Baldwin	Sometimes there is a greater lack of communication in facile talking than in silence.
11911	Faith Baldwin	Character builds slowly, but it can be torn down within incredible swiftness.
11912	Faith Baldwin	You cannot contribute anything to the ideal condition of mind and heart known as Brotherhood, however much you preach, posture, or agree, unless you live it.
11913	Faith Baldwin	One of the dreariest spots on life's road is the point of conviction that nothing will ever again happen to you.
12040	Ferdowsi	How shall a man escape from that which is written; How shall he flee from his destiny?
12041	Ferdowsi	And the blood of brave men was shed like unto the shedding of rain from a black cloud.
12042	Ferdowsi	Now when the two armies met, many and fierce were the combats waged between them, and blows were given and received, and swords flashed and showers of arrows descended on all sides.
12043	Ferdowsi	And now may the blessing of God rest upon all men. I have told unto them the Epic of Kings, and the Epic of Kings is come to a close, and the tale of their deeds is ended.
12044	Ferdowsi	Helmet was joined to helmet, and spear to spear, and jewels, baggage, and elephants without number went with them, and you would have said it was a host that none could understand.
12096	Finley Peter Dunne	Ye can lead a man up to the university, but ye can't make him think.
12097	Finley Peter Dunne	It's more comfortable to feel that we're a slight improvement on a monkey thin such a fallin' off fr'm th'angels.
12098	Finley Peter Dunne	A fanatic is a man that does what he thinks th' Lord wud do if He knew th' facts iv th' case.
12099	Finley Peter Dunne	(Thanksgiving) 'Twas founded be th' Puritans to give thanks f'r bein' presarved fr'm th' Indyans, an'…we keep it to give thanks we are presarved fr'm th' Puritans.
12100	Finley Peter Dunne	A man that'd expict to thrain lobsters to fly in a year is called a loonytic; but a man that thinks men can be tu-rrned into angels be an iliction is called a rayformer an' remains at large.
12398	Frank James	We sometime didn't get enough to buy oats for our horses. Most banks had very little money in them.
12399	Frank James	I have been hunted for twenty-one years. I have literally lived in the saddle. I have never known a day of perfect peace.
12400	Frank James	I was tired of an outlaw's life.
12401	Frank James	It was one long, anxious, inexorable, eternal vigil.
12402	Frank James	When I slept it was literally in the midst of an arsenal. If I heard dogs bark more fiercely than usual, or the feet of horses in a greater volume of sound than usual, I stood to arms.
13133	Gaston Caperton	That's the value of a college education... I don't know anywhere in the world where you can make an investment and make that kind of return.
13134	Gaston Caperton	The gap in education in this country, the unfairness of the schools, is one of the great unfairness in this society.
13135	Gaston Caperton	It is our hope that the AP program can serve as an anchor for increasing rigor in our schools. Rigor can be maintained while increasing student participation.
13136	Gaston Caperton	The number of students participating in A.P. has more than doubled in 10 years, and today almost 15,000 U.S. schools offer A.P. courses.
13137	Gaston Caperton	Gov. Jeb Bush and the Florida Legislature's strong commitment to increase access to Advanced Placement courses continues to pay off.
13235	Georg Christoph Lichtenberg	Nothing is more conducive to peace of mind than not having any opinion at all.
13236	Georg Christoph Lichtenberg	A book is a mirror: when a monkey looks in, no apostle can look out.
13237	Georg Christoph Lichtenberg	Man loves company even if only that of a small burning candle.
13238	Georg Christoph Lichtenberg	Probably no invention came more easily to man than Heaven.
