id	author	quote
17771	Janet Jackson	By age seven, I used to comb my hair for performances, just pull my hair up into a bun. Granted, it wasn't a very intricate hairstyle. Still, to be that responsible and disciplined at age seven is unusual.
17772	Janet Jackson	Every body type is different - that's what makes you unique. What makes you special is you, and you are different from the next person.
17773	Janet Jackson	I am not a religious person, but I am spiritual. But I don't believe in things like guilt.
17804	Janis Ian	At the end of the day, all you can hope for is to go on. The older I get, the more I realize that just keeping on keeping on is what life's all about.
17805	Janis Ian	I learned the truth at seventeen, That love was meant for beauty queens, And high school girls with clear skinned smiles, Who married young and then retired.
17806	Janis Ian	Once you're halfway home, you know that you can probably get the rest of the way there.
17807	Janis Ian	It's neat to have finally reached a point where I can accept what I was and what I am.
17808	Janis Ian	Artists are taught to be humble about their impact, especially in folk music. It's so ingrained that I have a hard time even thinking I had any impact other than what a normal hit song would have.
17809	Janis Ian	The best thing you can learn from the worst times of your life is that it always gets better. It may take a month, a year, a decade, but it will get better if you leave yourself open to it.
17810	Janis Ian	I think these last 10 years have seen just a huge shift in the psyche of this country as regards gay people. I think AIDS had a lot to do with it. So many families who really believed they'd 'never met one' were suddenly confronted with their sons becoming ill, and friends of sons. I think that brought a lot of it into the open.
17811	Janis Ian	It seems to be part of the human condition to need someone you can look down on. I still don't get that one.
17812	Janis Ian	There will always be those people who are just backward and ignorant. There will always be those people. They need somebody to feel superior to.
17813	Janis Ian	I bought all my friends guitars and I had a good time with my money. But then one day the IRS came knocking.
17814	Janis Ian	When you're young, the goal is to have a hit. You get a little older and the goal becomes to get to make another record.
17815	Janis Ian	At the end of the day, if you don't have a record contract, a studio or a guitar, you can still write songs. You're still an artist. That's something no one can take away.
17816	Janis Ian	I started 'Society's Child' on a bus in East Orange as I was going home from school. I saw a black and white couple sitting there and started thinking about it.
17817	Janis Ian	I had a vague idea of the song's impact in the '60s, but that was tempered by the hate mail and threats I was receiving. It was only about ten years ago, when I finally put it back in my show because so many people were asking for it, that I understood 'Society's Child' real impact.
17818	Janis Ian	I see interracial couples all the time in Nashville. I'm a Jew in Nashville. I'm a gay person in Nashville. It's a non-issue in most of the time. That's a huge leap forward.
17819	Janis Ian	I think one of the reasons musicians keep doing what they do and writers keep doing what they do, is that we're totally unsuited for anything else. And I for one am much too lazy.
17820	Janis Ian	I was one of I think three white girls in my school. So, I was very much an outsider. And plus I was Jewish and all of my friends were black and Baptist because they listen to the coolest music. We were all listening to Ray Charles and what was then called race music.
17821	Janis Ian	Of course, I have a different vested interest in the gay community, because I am gay, and I would certainly enjoy the tax advantages that straight people have, and the inheritance advantages, and things like Social Security, but I've always been a civil rights advocate across the board. That's how I was raised.
17822	Janis Ian	A radio show recently did a beautiful eulogy of me.
17823	Janis Ian	It's what I do well - I write about things that make people uncomfortable. That's probably the only thing I do better than my peers.
17824	Janis Ian	Some people would rather stay ignorant and self-satisfied.
17825	Janis Ian	I played for anybody and everybody from the time I started playing guitar, when I was 10 or 11.
17826	Janis Ian	That's an amazing moment, the first time you hear yourself on radio. It's still thrilling.
17827	Janis Ian	Going off the road just leaves me more time to be a writer.
17828	Janis Ian	I feel I was born with the music coming to me, and that's not something to be wasted.
17915	Jason Isaacs	I think I was probably always a liar; I just get paid for it now.
17916	Jason Isaacs	I went to university and I was a bit out of my depth, socially.
17917	Jason Isaacs	I am not a sex symbol.
17918	Jason Isaacs	There is nothing nicer than playing someone who is cooler, tougher, more virtuous and sexier than yourself and thinking, 'I can be anyone.'
17919	Jason Isaacs	Acting is a really simple job - it's just hard to do. You just have to be that person with their background in that situation. That's all it is. My kids do it all the time when they're dressing up and playing games.
17920	Jason Isaacs	I can't tell you too much about it because I'm not even meant to tell you that I'm in it. In fact, I might never work again now that I've been talking to you. I'm not in it for very long, let's put it that way.
17921	Jason Isaacs	Well, he's not going to get any nicer. He's a genocidal racist maniac. He's one of these people who thinks the world was a great place when Voldemort ruled the world. He's particularly offended by mixed-blood Mudbloods, the product of wizards and humans. So I hope he goes into therapy.
17922	Jason Isaacs	In the moment of acting you don't feel like anything, you feel like the person, as much as you can.
17923	Jason Isaacs	I get some of the nicest fan mail you could imagine. Also when I'm up for an award, my fans all vote online and then they'll boast to each other about how many thousands of times they've clicked my name. Their thumbs must be bleeding!
17924	Jason Isaacs	Acting is usually regarded as a wholly narcissistic pursuit but there really is a hunger in me to unravel the human condition.
17925	Jason Isaacs	Every time I make a plan, God laughs at me.
17926	Jason Isaacs	God, I hate interviews with actors pouncing on. Who wants to know about their lives? I don't want to know about Al Pacino's life.
17927	Jason Isaacs	I could release myself into acting in a way that I was not released socially.
17928	Jason Isaacs	I damaged my Achilles tendon, so I can't run.
17929	Jason Isaacs	I think this show I'm going to do,' Awake,' if it's done well, will not only be provocative and entertaining, but help people. I want to do that.
17930	Jason Isaacs	I'm at the beginning of it. I'm Elektra's last job before the story kicks off.
17931	Jason Isaacs	It seems a bit weird to call someone your girlfriend when you have a child.
17932	Jason Isaacs	When I started acting, I thought everything should be issue-based and that there should be a helpline at the end of every program.
17933	Jason Isaacs	I don't know if it's a romantic comedy but I'm in the beginning of the first of the season of 'The West Wing.' We shot it last year. I don't know. If anyone asks me to be in one, I'll jump on it.
17934	Jason Isaacs	I got into shape because I took kick-boxing lessons every day to prepare for a fight scene with Taylor Lautner. I really wanted to lie down and eat Chinese food, but I kick-boxed every morning and ran. If someone was filming you with your kit off, you'd do the same thing.
17935	Jason Isaacs	I imagine like most of us that I'd like obscene amounts of money but the people I met and worked with who have those obscene amounts of money and have obscene amounts of fame have awful lives. Really. I mean hideously compromised lives.
17936	Jason Isaacs	I imagine like most of us that I'd like obscene amounts of money but the people I met and worked with who have those obscene amounts of money and have obscene amounts of fame have awful lives. Really. I mean hideously compromised lives. And I can go anywhere. No one knows who I am.
17937	Jason Isaacs	I would love to tell you I've found the secret to eternal youth. I go to the gym and avoid too many chips. I love to eat, hate to work out, but if you can't count all your ribs from a distance you're considered obese.
17938	Jason Isaacs	I'm still spending my working life trying to mine people's souls and now they're complimenting me in reviews on the amount of time I spend in the gym. On the definition of my triceps.
17939	Jason Isaacs	It's just really, really beautiful. Each scene is one long 15 minute take without cutting. My scene is with Robin Wright-Penn so I'm pretty excited about that.
17940	Jason Isbell	It's not easy to sit down and open yourself up and say, 'This is how much I love you,' you know? It's scary to do that.
17941	Jason Isbell	For a lot of folks who get sober, the process of getting and staying sober becomes their higher power, and it becomes a religion that sort of consumes a whole lot of them. I just don't think that that's necessary. I think that that can be a side note rather than the story of your life.
