id	author	quote
7381	Chuck Daly	I think the Pistons have such a well rounded team, which is why they're so successful. All you have to do is look at the stats defensively and at their rebounding and scoring.
7382	Chuck Daly	Though I'd have to say it was generally the guys in Detroit, as a group, that won the two Championships. They were terrific and I always look back very fondly.
7655	Clive James	It is only when they go wrong that machines remind you how powerful they are.
7656	Clive James	A life without fame can be a good life, but fame without a life is no life at all.
7657	Clive James	Everyone has a right to a university degree in America, even if it's in Hamburger Technology.
7658	Clive James	She was good at playing abstract confusion in the same way that a midget is good at being short.
7659	Clive James	Whoever called snooker 'chess with balls' was rude, but right.
7660	Clive James	Disco dancing is just the steady thump of a giant moron knocking in an endless nail.
7661	Clive James	Even in moments of tranquility, Murray Walker sounds like a man whose trousers are on fire.
7662	Clive James	Anyone afraid of what he thinks television does to the world is probably just afraid of the world.
7663	Clive James	Fiction is life with the dull bits left out.
7975	Crystal Eastman	A good deal of tyranny goes by the name of protection.
7976	Crystal Eastman	Until women learn to want economic independence, and until they work out a way to get this independence without denying themselves the joys of love and motherhood, it seems to me feminism has no roots.
7977	Crystal Eastman	Indifference is harder to fight than hostility, and there is nothing that kills an agitation like having everybody admit that it is fundamentally right.
7978	Crystal Eastman	The average man has a carefully cultivated ignorance about household matters - from what to do with the crumbs to the grocer's telephone number - a sort of cheerful inefficiency which protects him.
7979	Crystal Eastman	If the feminist program goes to pieces on the arrival of the first baby, it's false and useless.
7980	Crystal Eastman	I am not interested in women just because they're women. I am interested, however, in seeing that they are no longer classed with children and minors.
7981	Crystal Eastman	I would not have a woman go to Congress merely because she is a woman.
7982	Crystal Eastman	It is all right for the lion and the lamb to lie down together if they are both asleep, but if one of them begins to get active, it is dangerous.
7983	Crystal Eastman	It is not so much that women have a different point of view in politics as that they give a different emphasis. And this is vastly important, for politics is so largely a matter of emphasis.
8282	Daniel Inouye	One doesn't become a soldier in a week - it takes training, study and discipline. There is no question that the finest Army in the world is found in the United States.
8283	Daniel Inouye	I hope that the mistakes made and suffering imposed upon Japanese Americans nearly 60 years ago will not be repeated against Arab Americans whose loyalties are now being called into question.
8284	Daniel Inouye	I represented the people of Hawaii and this nation honestly and to the best of my ability. I think I did okay.
8285	Daniel Inouye	The President's speech suggested to me that were we to follow his leadership, we will be in Iraq not for months, but for years. I also hope I am wrong on this.
8286	Daniel Inouye	Americanism is not a matter of skin or color.
8287	Daniel Inouye	I am ready and prepared to work with the President, but I will not be a rubber stamp for any president.
