id	author	quote
6824	Cheyenne Jackson	I think having a dog makes you more compassionate.
6825	Cheyenne Jackson	I'd love for people to accept me just as me, but I know that I generate a strong response; I always have - my name, my looks, my size.
6826	Cheyenne Jackson	The devastating repercussions of hate-filled language manifest in very real ways for today's LGBTQ youth.
6827	Cheyenne Jackson	Believe it or not, my best meal is to go to the store and buy a DiGiorno pizza, come home, add some fresh Parmesan cheese, and just hang with my family!
7023	Chris Farley	I remember one time when all the nuns in my Catholic grade school got around in a semicircle, me and Mom in the middle, and they said, 'Mrs. Farley, the children at school are laughing at Christopher, not with him.' I thought, 'Who cares? As long as they're laughing.'
7024	Chris Farley	The point is, how do you know the Guarantee Fairy isn't a crazy glue sniffer.
7025	Chris Farley	I was in the Pritikin Center in Santa Monica once, trying to lose 30 or 40 pounds in a month. I'd work... on a treadmill and with the weights, but it was driving me nuts. So I escaped. Tom Arnold picked me up and we went to Le Dome and had tons of desserts.
7026	Chris Farley	I want to live fast and die young.
7027	Chris Farley	In the land of the skunks he who has half a nose is king.
7028	Chris Farley	Once I thought that if I just had enough in the bank, if I had enough fame, that it would be all right. But I'm a human being like everyone else. I'm not exempt.
7029	Chris Farley	I have a tendency toward the pleasures of the flesh. It's a battle for me, as far as weight and things like that. But I'm curbing them because I want to continue to do comedy, and the two don't mix. So I try to fight those demons.
7030	Chris Farley	People... need a time to laugh. It's up to us to bonk ourselves on the head and slip on a banana peel so the average guy can say, 'I may be bad, honey, but I'm not as much of an idiot as that guy on the screen.'
7031	Chris Farley	Everybody laughs when fatty falls down.
7032	Chris Farley	I still have to work on my weight and some of my other demons.
7033	Chris Farley	I used to think that you could get to a level of success where the laws of the universe didn't apply. But they do. It's still life on life's terms, not on movie-star terms. I still have to work at relationships. I still have to work on my weight and some of my other demons.
7034	Chris Farley	Basically, I only play one character; I just play him at different volumes.
7035	Chris Farley	Everyone is treating it like a Hollywood story. In Madison, it's a neighborhood story.
8644	David Ben-Gurion	In Israel, in order to be a realist you must believe in miracles.
8645	David Ben-Gurion	Suffering makes a people greater, and we have suffered much. We had a message to give the world, but we were overwhelmed, and the message was cut off in the middle. In time there will be millions of us - becoming stronger and stronger - and we will complete the message.
8646	David Ben-Gurion	Ours is a country built more on people than on territory. The Jews will come from everywhere: from France, from Russia, from America, from Yemen... Their faith is their passport.
8647	David Ben-Gurion	If an expert says it can't be done, get another expert.
8648	David Ben-Gurion	Thought is a strenuous art - few practice it, and then only at rare times.
