id	author	quote
11783	Evan Daugherty	No one prepared me for the stress and insanity of a week leading up to a movie. Years and years of work come down to three days.
11784	Evan Daugherty	I love intricate plotting and exciting twists, but I realize more that people enjoy a good story in a simple, focused way.
11785	Evan Daugherty	I didn't write 'Snow White' for any class, but I got bitten by the screenwriting bug and wrote a couple of scripts in my spare time instead of going to keg parties or something.
11786	Evan Daugherty	As a writer, you sit around a computer all day, and it's too easy to open another tab and keep Rotten Tomatoes there.
11787	Evan Daugherty	'Lord of the Rings' was going on; like, my college years were the years of 'Lord of the Rings,' an awesome time to be in film school.
11788	Evan Daugherty	Most scripts that get written in Hollywood don't go anywhere.
11789	Evan Daugherty	That TV show, 'After Thought,' is really exciting. It's a cross between 'Inception' and 'CSI' that I'm working on with Melissa Rosenberg from the 'Twilight' movies.
11790	Evan Daugherty	A script is a unique literary form, because it's not the end product; it's a blueprint. If you're not thinking of that end product, there's going to be a disconnect.
11791	Evan Daugherty	I loved 'Star Wars' as a kid, but I missed out on the experiences of seeing them for the first time. It was before my time, and 'Lord of the Rings,' that trilogy felt like something similar to what 'Star Wars' was for previous generations.
11792	Evan Daugherty	I never really knew that I would be a lifer of strong female characters, but that seems to be the drops I'm being given, and I'm very happy for them. Hopefully, 'Divergent' will be the next thing.
11793	Evan Daugherty	I went back to Dallas for a little while to finish my short film 'Rusty Forkblade.' It was not the instant success I thought it was going to be. There's a false narrative that if you make a short film right after senior year, you'll be plucked out to make a feature length film, and the rest is history. I didn't do that.
11794	Evan Daugherty	I wouldn't say I see things visually first, but what I do think is important, for a lot of screenwriters, is to not just think about the words on the page, but also the world as a whole and the vibe of the movie, rather than a sequence of scenes written on the page.
11795	Evan Daugherty	I wrote this script in 2003, when I was a humble college student, sitting in my boxers and writing in my dorm room. And I came up with the idea of writing an action-based 'Snow White,' with this kind of Huntsman character as kind of a way in. So, that's something I'm sort of proud of.
11796	Evan Daugherty	In 'Snow White and the Hunstman,' when we see them in the Dark Forest, you're allowed a lot of freedom to be able to cutaway to, for instance, the prince. That B and C story stuff helps the writing process, even though it makes it a more complicated movie.
11797	Evan Daugherty	Reviewers are certainly entitled to their own opinions. I've become buddies with enough writers and directors, and to be perfectly honest, the ones that have lasted a long time don't pay a lot of attention to the reviews.
11798	Evan Daugherty	The absolute base-level thing that you do as a new screenwriter is send out query letters. Literally, you just say, 'Hi, Mr. So-and-So,' and you give them a one-sentence description of one of your scripts. You send it out to a list of people you found on the Internet.
