id	author	quote
25581	Mario Balotelli	I am proud to be Italian because I was born in Italy, I grew up in Italy, I went to school in Italy and I have worked in Italy. I'm Italian.
25582	Mario Balotelli	I don't follow politics; it doesn't interest me. So why should I vote?
25583	Mario Balotelli	Even if I don't always behave as I should, this still doesn't explain why so many people have something against me. But you know how it is. A lot of people vent themselves by coming to the stadium to yell at me. I hope it's not racism. I tell myself that it's not racism; it's because I'm tough, and I repeat this to myself.
25584	Mario Balotelli	Sometimes in football you deserve to win but lose. Other times you deserve to lose or draw but you win. That is the game, and it's why I've always said you should never try to predict anything in football, especially in Europe.
25585	Mario Balotelli	People who know me, love me. People who don't know me love me too... or they hate me.
25586	Mario Balotelli	I turn to someone, I'm not sure, to God I think, but I never ask for anything. I would never pray to win a title; it makes no sense. I've never understood those who pray before a match. I simply give thanks for what I have received.
25587	Mario Balotelli	For me, my mother is everything.
25588	Mario Balotelli	I believe I am more intelligent than the average person.
25589	Mario Balotelli	I don't like golf. It's not for me, it's too quiet.
25590	Mario Balotelli	I want to be the strongest player in the world and score a lot of goals. To do that, I have to improve in every area.
25591	Mario Balotelli	I would be ready to become a dad if I was with the right person. I'd like a boy, though. Because they're in charge.
25592	Mario Balotelli	To play in atmospheres that are intense is when I play my best football.
25651	Mark Gatiss	Fear is an underrated emotion. And that's why I think it's very dangerous to try and cosset children from it. A healthy scare is as good as as a healthy laugh. In fact, they're two sides of the same coin. There is a desire to shield from the knocks and bumps of reality.
25652	Mark Gatiss	I'm a great believer in the beauty and the power of surprise.
25653	Mark Gatiss	My dad was quite a forbidding figure. I realise now that that was mainly because he worked so hard. He wasn't unkind, but he was a presence.
25654	Mark Gatiss	Even when I was a child, I always wanted to be older. I realised just in time that it's a mistake and to enjoy my youth while I had it.
25655	Mark Gatiss	I grew up with low self-esteem. I didn't think I was very pretty. I had glasses, red hair and was generally quite a spod.
25656	Mark Gatiss	I love going to galleries, particularly the National Portrait Gallery.
25657	Mark Gatiss	The question I ask myself is: have I really just become a squeamish middle-aged man, or has something happened to the horror genre that shows a growing appetite for watching torture, or at least a desire to explore it on film? And if so, why would that be? I can't pretend I know. I just know I don't like it.
25658	Mark Gatiss	I think one of the few faults in Dickens is that mostly his lead characters are blanks - who is David Copperfield, who is Oliver Twist? And yet he takes such joy in populating the rest of his novels with these fantastic, grotesque people like Pecksmith and so on.
25659	Mark Gatiss	I had a girlfriend before I ever had a boyfriend, but it was just a phase.
25660	Mark Gatiss	I think a lot of people who say they are bisexual aren't.
25661	Mark Gatiss	Sci-fi and fantasy used to be a TV staple throughout my childhood. Then it just stopped dead. It was seen as culty, a minority interest.
25662	Mark Gatiss	Even though it's meant to be the season of jollity and goodwill, there's something delicious about the anticipation of a Christmassy ghost thrill.
25663	Mark Gatiss	The thing is, horror is a big part of 'Sherlock Holmes.' Doyle also wrote a lot of great horror stories, so there's a lot more horror in 'Holmes' that people possibly think of. There's a lot of curses and mysticism and real scares.
25664	Mark Gatiss	At school I briefly wanted to be a palaeontologist, but I was no good at chemistry and physics.
25665	Mark Gatiss	I am a gay man who loves James Bond films and snooker - all kinds of working-class pursuits.
25666	Mark Gatiss	I don't care what other people think any more about me writing my own parts.
25667	Mark Gatiss	I used to go to the gym regularly and swim an awful lot, but that was when I was unemployed and knew leisure intimately.
25668	Mark Gatiss	One of the pleasures of the original 'Grimm's Fairy Tales' is how incredibly ghastly they are. The ugly sisters have their eyes pecked out by crows.
25669	Mark Gatiss	Slightly forgettable movies can sometimes make great musicals.
25670	Mark Gatiss	Grooming-wise, it is now a constant battle as I progressively turn into my father. I have to keep on top of ear and nose hair - things you never believe will happen to you. Suddenly I have a shaving brush in my ear and I don't know where it's come from, and the more hair I take the out, the more it surges back.
25671	Mark Gatiss	I'm terribly nostalgic, but I'm with the Elizabethans who thought nostalgia was a disease. It's a dangerous place to be because you can get caught up in it.
25672	Mark Gatiss	When I was seven or eight, I was bought a fantastic book called 'The Movie Treasury of Horror Movies' by Alan G. Frank; it became my bible. It's packed full of the most amazing photos and is still fantastic to look at.
25673	Mark Gatiss	For some reason, I always get offered plays when I'm doing plays and then, if I stop doing them, people stop asking me.
25674	Mark Gatiss	It's a cliche, but it's true that all the fun lies in baddies, grotesques and comic roles.
25675	Mark Gatiss	All films speak to their times. It becomes obvious only after.
25676	Mark Haddon	Reading is a conversation. All books talk. But a good book listens as well.
25677	Mark Haddon	I really like the idea of being a bit unpredictable. I'm known for being a nice, easy-going person with a straightforward exterior. So I think a bit of me wants to be sort of sly and devious.
25678	Mark Haddon	Most adults, unlike most children, understand the difference between a book that will hold them spellbound for a rainy Sunday afternoon and a book that will put them in touch with a part of themselves they didn't even know existed.
25679	Mark Haddon	I think one of the things you have to learn if you're going to create believable characters is never to make generalizations about groups of people.
25680	Mark Haddon	Most of my work consisted of crossing out. Crossing out was the secret of all good writing.
25681	Mark Haddon	I have very fond memories of swimming in Walden Pond when we lived in Boston. You'd swim past a log and see all these turtles sunning themselves. Slightly disturbing if you thought about how many more were swimming around your toes, but also rather wonderful.
25682	Mark Haddon	For me, disability is a way of getting some extremity, some kind of very difficult situation, that throws an interesting light on people.
25683	Mark Haddon	From a good book, I want to be taken to the very edge. I want a glimpse into that outer darkness.
25684	Mark Haddon	Obviously I have a capacity for feeling extreme anxiety, and there are people out there who don't. I'm to some extent rather jealous of them.
25685	Mark Haddon	I don't remember deciding to become a writer. You decide to become a dentist or a postman. For me, writing is like being gay. You finally admit that this is who you are, you come out and hope that no one runs away.
25686	Mark Haddon	No one wants to know how clever you are. They don't want an insight into your mind, thrilling as it might be. They want an insight into their own.
25687	Mark Haddon	My book has a very simple surface, but there are layers of irony and paradox all the way through it.
25688	Mark Haddon	With English literature, if you do a bit of shonky spelling, no one dies, but if you're half-way through a maths calculation and you stick in an extra zero, everything just crashes into the ravine.
25689	Mark Haddon	I am really interested in eccentric minds. It's rather like being fascinated by how cars work. It's really boring if your car works all the time. But as soon as something happens, you get the bonnet up. If someone has an abnormal or dysfunctional state of mind, you get the bonnet up.
25690	Mark Haddon	Madness doesn't happen to someone alone. Very few people have experiences that are theirs alone.
25691	Mark Haddon	Young readers have to be entertained. No child reads fiction because they think it's going to make them a better person.
25692	Mark Haddon	As a teenager, I was always this strange mixture of kind of vice-captain of the rugby team and sensitive artist type the rest of the time. I was sent away to this public school in the middle of nowhere, and I think we managed to completely miss out on normal youth culture.
25693	Mark Haddon	I am atheist in a very religious mould. I'm always asking myself the big questions. Where did we come from? Is there a meaning to all of this? When I find myself in church, I edit the hymns as I sing them.
25694	Mark Haddon	Humour and high seriousness... Perfect bedfellows, I think. Though I usually phrase it in terms of comedy and darkness. Comedy without darkness rapidly becomes trivial. And darkness without comedy rapidly becomes unbearable.
25695	Mark Haddon	There was a time in my life when I was going in and out of houses that were extraordinarily different - from a working-class terrace in Northampton to the homes of friends who were really very wealthy. It was quite an odd position to be in, I realise looking back, and quite a nice one.
25696	Mark Haddon	A lot of roles for people with disabilities are quite patronising. It's a real pity when they are just used to give dull PC kudos to a drama, or when they're wheeled on in a tokenistic way without any real involvement in the plot.
25697	Mark Haddon	I suffer depression only in the sense that I am a writer. We don't have proper jobs to go to. We are on our own all day. Show me a writer who doesn't get depressed: who has a completely stable mood. They'd be a garage mechanic or something.
25698	Mark Haddon	There's something rather wonderful about the fact that Oxford is a very small city that contains most of the cultural and metropolitan facilities you could want, in terms of bookshops, theatre, cinema, conversation. But it's near enough to London to get here in an hour, and it's near enough to huge open spaces without which I would go insane.
25699	Mark Haddon	At 20, 25, 30, we begin to realise that the possibilities of escape are getting fewer. We have jobs, children, partners, debts. This is the part of us to which literary fiction speaks.
25700	Mark Haddon	Every life is narrow. Our only escape is not to run away, but to learn to love the people we are and the world in which we find ourselves.
25710	Mark Hamill	In high school, I had to hide my comic book side, my nerd side from the civilian world so they wouldn't categorize me. They would try to marginalize me for what I like. I tried to give it up, believe me. I tried to kick the habit. But there's too much I liked about it to give it up completely.
25711	Mark Hamill	I don't think it's fair to compare Dick Cheney to Vader - it's unfair to Vader.
25712	Mark Hamill	I have failed 'Star Wars' trivia tests. People come up to me at conventions and use terms that I've never heard of.
25713	Mark Hamill	When you say 'comic book' in America, people think of Mickey Mouse, and Archie. It has a connotation of juvenile.
25714	Mark Hamill	One of the things that I love about voiceover is that it's a situation where - because you're not encumbered by being seen - it's liberating. You're able to make broad choices that you would never make if you were on camera.
25715	Mark Hamill	Acting in 'Star Wars' I felt like a raisin in a giant fruit salad, and I didn't even know who the cantaloupes were.
25716	Mark Hamill	Character roles only indicate that they're very different from who you are as a person, and for me, it's fun hiding behind characters that are so unlike who I am.
25717	Mark Hamill	So much of life is what you roll and where you land.
25718	Mark Hamill	'Star Wars' is more fairy tale than true science fiction.
25719	Mark Hamill	I love ensemble pieces, I love being a part of the entire tapestry of a piece, but I think character actors do have a lot more fun, and there's a versatility involved that's challenging and fun, to come up to speed and do what's required of you.
25720	Mark Hamill	I love the fact that, one time, my face was on the back of a cereal box - probably 3-CPO's - and it was a mask where you cut out the eye holes and put a string through the side. It makes me feel like I'm 11 years old all over again.
25721	Mark Hamill	When I was involved with 'Star Wars,' I was very interested in all the backstories, and I used to pepper George with all kinds of questions about anything that crossed my mind, because I was very, very into it. But when the job came to an end, I had to move on.
25722	Mark Hamill	A cartoonist creates his whole universe without any input.
25723	Mark Hamill	I can't tell you how much we laughed on the set to have Alec Guinness in a scene with a big, furry dog that's flying a space ship.
25724	Mark Hamill	I have a sneaking suspicion that if there were a way to make movies without actors, George Lucas would do it.
25725	Mark Hamill	I live in a sort of insular world. It's mostly my family, my house, staying home and working.
25726	Mark Hamill	I love actors, number one. There's probably nobody that you could name that I don't like, depending on what it is they're in.
25727	Mark Hamill	I'm so much like Luke Skywalker I guess I always will be.
25728	Mark Hamill	I've always loved Peter Sellers and Alec Guinness movies.
25729	Mark Hamill	People think being remembered most for one character is a negative thing, but I don't. I never expected to be remembered for anything!
25730	Mark Hamill	There's something fascinating about watching artists draw.
25731	Mark Hamill	You know how there are some stars out there who know how to market themselves? I don't have that.
25732	Mark Hamill	You know those actors who have a sense for how they should be used? I don't think I have that.
25733	Mark Hamill	At the last Celebration I spoke before an auditorium full of people and I could just feel the affection and the positive feelings that they were exuding. It was actually moving. I remember thinking, 'I'm not worthy,' because 'Star Wars' is so much bigger than all of us.
25734	Mark Hamill	I debated in high school! If you told things that weren't true or just made things out of whole cloth, you were penalized. It's too bad they don't apply the same standards to presidential candidates as they do to high school students.
25842	Marlene Dietrich	Most women set out to try to change a man, and when they have changed him they do not like him.
25843	Marlene Dietrich	It's the friends you can call up at 4 a.m. that matter.
25844	Marlene Dietrich	Glamour is what I sell, it's my stock in trade.
25845	Marlene Dietrich	The weak are more likely to make the strong weak than the strong are likely to make the weak strong.
25846	Marlene Dietrich	A king, realizing his incompetence, can either delegate or abdicate his duties. A father can do neither. If only sons could see the paradox, they would understand the dilemma.
25847	Marlene Dietrich	Without tenderness, a man is uninteresting.
25848	Marlene Dietrich	The Germans and I no longer speak the same language.
25849	Marlene Dietrich	Once a woman has forgiven her man, she must not reheat his sins for breakfast.
25850	Marlene Dietrich	I dress for the image. Not for myself, not for the public, not for fashion, not for men.
25851	Marlene Dietrich	There is a gigantic difference between earning a great deal of money and being rich.
25852	Marlene Dietrich	I love quotations because it is a joy to find thoughts one might have, beautifully expressed with much authority by someone recognized wiser than oneself.
25853	Marlene Dietrich	Think twice before burdening a friend with a secret.
25854	Marlene Dietrich	To be completely woman you need a master, and in him a compass for your life. You need a man you can look up to and respect. If you dethrone him it's no wonder that you are discontented, and discontented women are not loved for long.
25855	Marlene Dietrich	Latins are tenderly enthusiastic. In Brazil they throw flowers at you. In Argentina they throw themselves.
25856	Marlene Dietrich	Darling, the legs aren't so beautiful, I just know what to do with them.
25857	Marlene Dietrich	If there is a supreme being, he's crazy.
25858	Marlene Dietrich	I am at heart a gentleman.
25859	Marlene Dietrich	Courage and grace are a formidable mixture. The only place to see it is in the bullring.
25860	Marlene Dietrich	There's something about an American soldier you can't explain. They're so grateful for anything, even a film actress coming to see them.
25861	Marlene Dietrich	A man would prefer to come home to an unmade bed and a happy woman than to a neatly made bed and an angry woman.
25862	Marlene Dietrich	In America, sex is an obsession, in other parts of the world it's a fact.
25863	Marlene Dietrich	When you're dead, you're dead. That's it.
25864	Marlene Dietrich	Superstitions are habits rather than beliefs.
25865	Marlene Dietrich	The average man is more interested in a woman who is interested in him than he is in a woman with beautiful legs.
25866	Marlene Dietrich	I'm worth more dead than alive. Don't cry for me after I'm gone; cry for me now.
25897	Martin Feldstein	Increased government spending can provide a temporary stimulus to demand and output but in the longer run higher levels of government spending crowd out private investment or require higher taxes that weaken growth by reducing incentives to save, invest, innovate, and work.
25898	Martin Feldstein	The good news is that a competitive dollar in the global market and a strong dollar at home are compatible in both the long run and during the transition to a more competitive dollar.
25899	Martin Feldstein	Thirty years ago, many economists argued that inflation was a kind of minor inconvenience and that the cost of reducing inflation was too high a price to pay. No one would make those arguments today.
25900	Martin Feldstein	Inflation is lower and more stable and the real business cycle fluctuations are more modest.
25901	Martin Feldstein	Although economists have studied the sensitivity of import and export volumes to changes in the exchange rate, there is still much uncertainty about just how much the dollar must change to bring about any given reduction in our trade deficit.
25902	Martin Feldstein	A rise in the level of saving can reduce aggregate activity temporarily but only a sustained high level of saving makes it possible to have the sustained high level of business investment that contributes to the long-run growth of output.
25903	Martin Feldstein	A second reason why science cannot replace judgement is the behavior of financial markets.
25904	Martin Feldstein	To finance this trade deficit, the U.S. has to borrow from the rest of the world or sell American assets like stocks, businesses, and real estate to the rest of the world.
25905	Martin Feldstein	The only way that we can reduce our financial dependence on the inflow of funds from the rest of the world is to reduce our trade deficit.
25906	Martin Feldstein	So just as I want pilots on the planes that I fly, when it comes to monetary policy, I want to think that there is someone with sound judgement at the controls.
25907	Martin Feldstein	Domestic inflation reflects domestic monetary policy.
25908	Martin Feldstein	First, I think the science of monetary economics has clearly gotten better.
25909	Martin Feldstein	And finally, no matter how good the science gets, there are problems that inevitably depend on judgement, on art, on a feel for financial markets.
25910	Martin Feldstein	We are particularly poor at the open economy issues.
25911	Martin Feldstein	Even if the dollar does decline during the coming months, the delays in the response of exports and imports to the more competitive dollar will mean that the increase in aggregate demand from this source may not happen for a year or more.
25912	Martin Feldstein	Homeowners who refinanced their mortgages took out cash and reduced their monthly payments at the same time. Much of the cash obtained by refinancing was spent on consumer durables, home improvements and the like.
25913	Martin Feldstein	If the Federal Reserve pursues a strong dollar at home while the dollar becomes more competitive in global markets, we can achieve both price stability and a more balanced path of economic growth.
25914	Martin Feldstein	I think that over the last few decades, we have seen better economic outcomes than in the past.
25915	Martin Feldstein	My theme this evening is that America needs a competitive dollar.
25916	Martin Feldstein	The more competitive value of the dollar turned around the trade deficit.
25917	Martin Feldstein	In short, both experience and economic theory imply that the US could now t to a more competitive dollar without experiencing either increased inflation or decreased economic growth.
25918	Martin Feldstein	Unless the trade deficit shrinks, the combination of the trade deficit and the interest and dividend payments to foreigners will grow ever more rapidly.
25919	Martin Feldstein	After all, an overvalued dollar gives us the ability to buy foreign goods at lower prices. And the existing volume of exports brings more yen and euros than they would if the dollar were more competitive.
25920	Martin Feldstein	An increase in the relative price of products from the low wage manufacturers in Asia and Latin America will also make those products less attractive to American consumers.
25921	Martin Feldstein	But because we in the United States finance our current account deficit by borrowing in our own currency, we can move to a more competitive dollar without the adverse effects that followed currency declines in other countries.
25925	Martin Jacques	The fact that television and tourism have made the whole world accessible has created the illusion that we enjoy intimate knowledge of other places, when we barely scratch their surface. For the vast majority, the knowledge of Thailand or Sri Lanka acquired through tourism consists of little more than the whereabouts of the beach.
25926	Martin Jacques	At the heart of globalisation is a new kind of intolerance in the West towards other cultures, traditions and values, less brutal than in the era of colonialism, but more comprehensive and totalitarian.
25927	Martin Jacques	After its defeat in the Second World War, Japan, unlike Germany, failed to show true contrition or give a fulsome apology, though it showered its neighbours, including China, with generous economic assistance. Only in 1995 did it finally offer an apology, but this was of the most limited and formulaic kind.
25928	Martin Jacques	There may be little practical difference between a Ford Mondeo and a BMW three series, but in terms of perceptions of who you are and what you are, then they are worlds apart.
25929	Martin Jacques	In Formula One, the car can make a difference in a way that a driver cannot. Whereas Michael Schumacher and Ayrton Senna spent their early seasons in second-rate machinery, Hamilton walked into the equal best car on the grid. His first season none the less has, by any standards, been extraordinary.
25930	Martin Jacques	The World Cup is not just a great global sporting event, it is also inscribed with much deeper cultural and political importance.
25931	Martin Jacques	Globalisation has obliterated distance, not just physically but also, most dangerously, mentally. It creates the illusion of intimacy when, in fact, the mental distances have changed little. It has concertinaed the world without engendering the necessary respect, recognition and tolerance that must accompany it.
