id	author	quote
23546	Lawrence Halprin	The whole memorial is for different senses... seeing, hearing, feeling, smelling. I probably would have come up with something different if I had not lived through it.
23547	Lawrence Halprin	The war, as I felt it and a lot of my compatriots felt it, was a creative act.
23548	Lawrence Halprin	I suppose and I hope that the young guys who are out there losing their lives at least feel the same way I did. I shouldn't think about this very much because I'm almost weeping when I think about it.
23549	Lawrence Halprin	Let me just say something that I forgot, I also hoped and this was very true in the beginning - that this would also be a place that people would be able to walk in to the fountain and use it in a nice way of reading and examining the quotations on the blocks.
23550	Lawrence Halprin	Then I sit down, work at it, because now I have a convincing feeling about what that place wants to be, you see? And it's not just me. Me and my talent comes in taking that consensus and then making something wonderful out of it - a work of art.
23590	Lee Hall	Whether you are a writer or an actor or a stage manager, you are trying to express the complications of life through a shared enterprise. That's what theatre was, always. And live performance shares that with an audience in a specific compact: the play is unfinished unless it has an audience, and they are as important as everyone else.
23591	Lee Hall	I don't really find things funny unless they're deeply tragic at the same time. I think if you're funny just for the sake of being funny, it's just frivolous nonsense. To me, all the best comic plays have been written about really serious and rather bleak things.
23592	Lee Hall	Culture is something that we all share, and we are all the poorer for anyone excluded from it.
23593	Lee Hall	In many ways, theatre is more rewarding for a writer. I used to think it was like painting a wall - that when the play is finished, it's done - but now I realise it's more like gardening; you plant the thing, then you have to constantly tend it. You're part of a thing that's living.
23594	Lee Hall	The point of theatre is transformation: to make an extraordinary event out of ordinary material right in front of an audience's eyes. Where the germ of the idea came from is pretty much irrelevant. What matters to every theatre maker I know is speaking clearly to the audience 'right now.'
23595	Lee Hall	In a way, 'Billy Elliot' was autobiographical. I can't dance, but I think his dancing was me discovering about writing and literature.
23596	Lee Hall	I don't think theatre has changed; it's society that has changed.
23597	Lee Hall	From kings to groundlings, Shakespeare made his work profound for everybody. That is how it should be. There is no hierarchy in theatre. It makes everyone part of a collective.
23598	Lee Hall	I always call 'Billy Elliot' a fantasy autobiography because I never wanted to be a dancer, but I got a lot of stick from the other kids about wanting to be a writer and being interested in drama.
23599	Lee Hall	I come from a tradition where the writer writes a play for the actors, rather than for himself, and the dialogue is made to work onstage, so it needs actors to help shape it. So you never get a play right straightaway.
23600	Lee Hall	I only tend to think of the week ahead, to keep my eye on the ball and question whether a full stop is in the right place. It's easy to get distracted by the wrong things. If you start thinking of grand gestures, it's going to be a lot of hot air. You have to be logical. The theatre is a very logical place.
23601	Lee Hall	My generation of playwrights have grown up writing for studio theatres, and so the task of writing for more than ten or so actors is a huge challenge. Logistically, it's like doing an enormous Sudoku. Making sure everyone is in the right place at the right time in the right order instantly sends me into a cold sweat.
23602	Lee Hall	The theatre has always been voraciously omnivorous. Dramatists have always raided every medium to find grist to their mill: myths, folk tales, newspapers, novels, films, works of art of all kinds.
23603	Lee Hall	There is absolutely no point in not being a populist. What I feel emboldened to do is to take something which is a minority interest and make it accessible without dumbing it down. I'm such an enthusiast for peculiar things, things that are perhaps a bit avant-garde, and try and involve everyone.
24462	Luc Ferrari	Electronic music used pure sounds, completely calibrated. You had to think digitally, as it were, in a way that allowed you to extend serial ideas into other parameters through technology.
24463	Luc Ferrari	So the ideology was that: use sounds as instruments, as sounds on tape, without the causality. It was no longer a clarinet or a spring or a piano, but a sound with a form, a development, a life of its own.
24464	Luc Ferrari	Boulez seemed to me to be a guy who wrote laws. Like a company lawyer.
24465	Luc Ferrari	I have problems with machines which aren't gestural.
24466	Luc Ferrari	I was born in Paris, and I haven't moved, except until now - I live in the suburbs and I hate it.
24467	Luc Ferrari	I think I came across Cecil Taylor a bit later, in 65 or 66. That really impressed me - Cecil Taylor is an amazing character... Both his music and the way he approaches the instrument are astonishing.
24468	Luc Ferrari	When the Domaine Musical started up, I wasn't part of it. They were the major players in contemporary music at that time, braodcasting old and new composers' work. And I wasn't one of them.
24469	Luc Ferrari	With the piano I'm completely in control of the gestural situation-not that I'm going to play the piece myself, but I know what's difficult, what's impossible.
24470	Luc Ferrari	I probably went to musique concrete concerts - though not the very first ones - at the beginning of the 50s.
24471	Luc Ferrari	I wanted to play piano, and that slid quickly into writing - it wasn't enough to play other people's notes: I had to write notes too.
24472	Luc Ferrari	My sisters were going out with artists and poets, and eventually it was the creative world which attracted me.
