id	author	quote
36918	Truman Capote	Fame is only good for one thing - they will cash your check in a small town.
36919	Truman Capote	I don't care what anybody says about me as long as it isn't true.
36920	Truman Capote	Failure is the condiment that gives success its flavor.
36921	Truman Capote	It is the want to know the end that makes us believe in God, or witchcraft, believe, at least, in something.
36922	Truman Capote	I was eleven, then I was sixteen. Though no honors came my way, those were the lovely years.
36923	Truman Capote	Finishing a book is just like you took a child out in the back yard and shot it.
36924	Truman Capote	The quietness of his tone italicized the malice of his reply.
36925	Truman Capote	I can see every monster as they come in.
36926	Truman Capote	My major regret in life is that my childhood was unnecessarily lonely.
36927	Truman Capote	When God hands you a gift, he also hands you a whip; and the whip is intended for self-flagellation solely.
36928	Truman Capote	I like to talk on TV about those things that aren't worth writing about.
36929	Tryon Edwards	Right actions in the future are the best apologies for bad actions in the past.
36930	Tryon Edwards	Every parting is a form of death, as every reunion is a type of heaven.
36931	Tryon Edwards	One of the great lessons the fall of the leaf teaches, is this: do your work well and then be ready to depart when God shall call.
36932	Tryon Edwards	Sinful and forbidden pleasures are like poisoned bread; they may satisfy appetite for the moment, but there is death in them at the end.
36933	Tryon Edwards	Any act often repeated soon forms a habit; and habit allowed, steady gains in strength, At first it may be but as a spider's web, easily broken through, but if not resisted it soon binds us with chains of steel.
36934	Tryon Edwards	Compromise is but the sacrifice of one right or good in the hope of retaining another - too often ending in the loss of both.
36935	Tryon Edwards	Seek happiness for its own sake, and you will not find it; seek for duty, and happiness will follow as the shadow comes with the sunshine.
36936	Tryon Edwards	Some men are born old, and some men never seem so. If we keep well and cheerful, we are always young and at last die in youth even when in years would count as old.
36937	Tryon Edwards	People never improve unless they look to some standard or example higher or better than themselves.
36938	Tryon Edwards	He that never changes his opinion never corrects mistakes and will never be wiser on the morrow than he is today.
36939	Tryon Edwards	The great end of education is to discipline rather than to furnish the mind; to train it to the use of its own powers, rather than fill it with the accumulation of others.
36940	Tryon Edwards	High aims form high characters, and great objects bring out great minds.
36941	Tryon Edwards	Accuracy of statement is one of the first elements of truth; inaccuracy is a near kin to falsehood.
36942	Tryon Edwards	To rule one's anger is well; to prevent it is better.
36943	Tryon Edwards	Most controversies would soon be ended, if those engaged in them would first accurately define their terms, and then adhere to their definitions.
36944	Tryon Edwards	We should be as careful of the books we read, as of the company we keep. The dead very often have more power than the living.
36945	Tryon Edwards	Mystery is but another name for ignorance; if we were omniscient, all would be perfectly plain!
36946	Tryon Edwards	Facts are God's arguments; we should be careful never to misunderstand or pervert them.
36947	Tryon Edwards	To waken interest and kindle enthusiasm is the sure way to teach easily and successfully.
36948	Tryon Edwards	Age does not depend upon years, but upon temperament and health. Some men are born old, and some never grow so.
36949	Tryon Edwards	We weep over the graves of infants and the little ones taken from us by death; but an early grave may be the shortest way to heaven.
36950	Tryon Edwards	Between two evils, choose neither; between two goods, choose both.
36951	Tryon Edwards	To be good, we must do good; and by doing good we take a sure means of being good, as the use and exercise of the muscles increase their power.
36952	Tryon Edwards	To rejoice in another's prosperity is to give content to your lot; to mitigate another's grief is to alleviate or dispel your own.
36953	Tryon Edwards	Science has sometimes been said to be opposed to faith, and inconsistent with it. But all science, in fact, rests on a basis of faith, for it assumes the permanence and uniformity of natural laws - a thing which can never be demonstrated.
36954	Tsakhiagiin Elbegdorj	Corruption is a true enemy to development.
36955	Tsakhiagiin Elbegdorj	It is true that power corrupts. The hope at the polling stations and the actions of the elected representatives, unfortunately, often turn to be opposite. The power of ballot turns into the power of wallet. Some law-makers become law-breakers.
36956	Tsakhiagiin Elbegdorj	There are nations, where people live in captivity, fear and silence. I believe, one day from prison camps and torture cells and from exile the leaders of freedom will emerge. The world should stand with those oppressed people until the day of their freedom finally arrives.
36957	Tsakhiagiin Elbegdorj	Many still believe that conducting political and economic reforms at the same time is not an Asian way. But this is a fairy-tale. We broke that old stereotype by reforming our political, economic and social systems concurrently since 1990.
36958	Tsakhiagiin Elbegdorj	Once people sense their own power, no authoritarian government can stand against the people who are determined to be free.
36959	Tsakhiagiin Elbegdorj	All governments must maintain power through consent, not coercion.
36960	Tsakhiagiin Elbegdorj	Greater technological connectivity makes the world wider, and the walls of isolation - thinner.
36961	Tsakhiagiin Elbegdorj	No central planning, no autocratic rule and no military regime can produce what free man can do.
36962	Tsakhiagiin Elbegdorj	I do believe in the power of freedom. The power of freedom is the mightiest force of history. Once that power unleashes, it ultimately leads to peace and prosperity.
36963	Tsakhiagiin Elbegdorj	We can never intimidate and discourage the people who voice their words with courage. The essence of freedom rests precisely here - in the freedom of expression of the people. And we must protect it.
36964	Tsakhiagiin Elbegdorj	We know that dismantling old oppressive regimes is a great deal faster and easier than building new flourishing democracies. Chinggis Khaan once said, 'It was easier to conquer the world on horseback than to dismount and govern.' True validation of democracy lies less in what we tear down, and more in what we build.
36965	Tsakhiagiin Elbegdorj	I see corruption as a mortal enemy for young democracies.
36966	Tsakhiagiin Elbegdorj	Democracy literally means the power of people. Democracy is not about politics, it is about the people.
36967	Tsakhiagiin Elbegdorj	Freedom was the desire of our people throughout centuries. Freedom enabled our people to be owners of their destiny.
36968	Tsakhiagiin Elbegdorj	I am confident that if we stand for the hope and freedom of others we will make our own freedom more secure.
36969	Tsakhiagiin Elbegdorj	People are not really interested in what politicians talk about, but what they are really interested in is how their hard-earned tax money is spent.
36970	Tsakhiagiin Elbegdorj	Real progress comes from people.
36971	Tsakhiagiin Elbegdorj	The constitution is a sacred document in a democracy.
36972	Tsakhiagiin Elbegdorj	The first step into justice begins with the politicians. You have to demand from yourself what you demand from people.
36973	Tsakhiagiin Elbegdorj	We should never take democracy for granted. Democracy can emerge and develop, but it can also decay.
36974	Tsakhiagiin Elbegdorj	You cannot be democratic one day, and undemocratic on another. It is a state of mind, it is a way of living, and it is an essence of action.
36975	Tsakhiagiin Elbegdorj	From my quarter-a-century experience as a fighter for democracy, there is never a final victory for democracy. It is always a struggle in every generation, and you have to take up the course of time and time again.
36976	Tsakhiagiin Elbegdorj	In the Great Mongol Empire, Mongols governed by a written law called the 'Ih Zasag,'which is translated as 'the Great Order.' It was an era when the Mongols strove to establish a new world order, thus, justice, peace and cooperation in their relations with other states and peoples.
36977	Tsakhiagiin Elbegdorj	Mongolia is a country of rich and ancient heritage, unique culture and astounding natural beauty. It is a land of free and brave, peace-loving and hard-working people.
36978	Tsakhiagiin Elbegdorj	The roots of our statehood go back more than two millennia and two centuries to the origins of the Hun Empire. Building upon the legacies and power of the Huns, Mongols had built the largest land empire in the history of the mankind.
37001	Tupac Shakur	My mama always used to tell me: 'If you can't find somethin' to live for, you best find somethin' to die for.'
37002	Tupac Shakur	It's the game of life. Do I win or do I lose? One day they're gonna shut the game down. I gotta have as much fun and go around the board as many times as I can before it's my turn to leave.
37003	Tupac Shakur	Reality is wrong. Dreams are for real.
37004	Tupac Shakur	All I'm trying to do is survive and make good out of the dirty, nasty, unbelievable lifestyle that they gave me.
37005	Tupac Shakur	It seems like every time you come up something happens to bring you back down.
37006	Tupac Shakur	Is it a crime, to fight, for what is mine?
37007	Tupac Shakur	I don't have no fear of death. My only fear is coming back reincarnated.
37008	Tupac Shakur	I don't see myself being special; I just see myself having more responsibilities than the next man. People look to me to do things for them, to have answers.
37009	Tupac Shakur	Don't change on me. Don't extort me unless you intend to do it forever.
37010	Tupac Shakur	It's a struggle for every young Black man. You know how it is, only God can judge us.
37011	Tupac Shakur	The only thing that comes to a sleeping man is dreams.
37012	Tupac Shakur	I think I'm a natural-born leader. I know how to bow down to authority if it's authority that I respect.
37013	Tupac Shakur	I'm 23 years old. I might just be my mother's child, but in all reality, I'm everybody's child. Nobody raised me; I was raised in this society.
37014	Tupac Shakur	I would rather have been shot straight-up in cold blood-but to be set up? By people who you trusted? That's bad.
37015	Tupac Shakur	There's nobody in the business strong enough to scare me.
37016	Tupac Shakur	The only time I have problems is when I sleep.
37017	Tupac Shakur	We all gonna die, we bleed from similar veins.
37018	Tupac Shakur	I just spent 11 and a half months in a maximum-security jail, got shot five times, and was wrongly convicted of a crime I didn't commit.
37019	Tupac Shakur	If I win and get the money, then the Oakland Police department is going to buy a boys' home, me a house, my family a house, and a Stop Police Brutality Center.
37020	Tupac Shakur	Thug Life to me is dead.
37021	Tupac Shakur	What I learned in jail is that I can't change. I can't live a different lifestyle - this is it. This is the life that they gave and this is the life that I made.
37022	Tupac Shakur	In my mind I'm a blind man doin' time.
37023	Tupac Shakur	If you believe in God, believe in Death Row East.
37024	Tupac Shakur	I'm a reflection of the community.
37025	Tupac Shakur	I just don't know how to deal with so many people giving me that much affection. I never had that in my life.
37063	Tyne Daly	Sweat makes good friendship cement.
37064	Tyne Daly	A critic is someone who never actually goes to the battle, yet who afterwards comes out shooting the wounded.
37065	Tyne Daly	You know, my hair is very upsetting to people, but it's upsetting on purpose. It is important to look old so that the young will not be afraid of dying. People don't like old women. We don't honor age in our society, and we certainly don't honor it in Hollywood.
37066	Tyne Daly	I went into the family business. To me, it was the norm and not the exception.
37067	Tyne Daly	Love is as strict as acting. If you want to love somebody, stand there and do it. If you don't, don't. There are no other choices.
37068	Tyne Daly	Women are usually only interesting to studio executives when they are fecund, between the ages of 15 and 30. I decided to get through the really tough patch, around 50, by just cutting my price and playing ten years older. I didn't want to have to wait until I was an old lady to play one.
37069	Tyne Daly	I think the 20s are a vastly overrated decade. We promise kids that once they get out of school, life will begin and their dreams will come true. But then comes the struggle.
37070	Tyne Daly	I don't have a waist: I'm a breadbox on top of legs.
37071	Tyne Daly	I was raised to be in service to something larger than myself. A lot of actors concentrate on what they will get out of the profession, rather than what they can offer it. The way I see it, if you come with something to offer, you can offer it forever.
37072	Tyne Daly	I don't take part in texting and those other things myself, so I don't really know if people put as much thought into messaging as they used to into writing letters.
37073	Tyne Daly	When I got married, my marriage was illegal in 17 states because my husband had a different skin color than I did. And we saw those laws go down one at a time.
37074	Tyne Daly	I'm sorry I didn't wear paint this morning. I tend not to wear it unless I'm getting highly paid.
37075	Tyne Daly	I am a greedy actor in the sense that I like the big bites. Put a big fat steak in front of me, and I will eat it.
37076	Tyne Daly	I'm interested in playing old ladies because I am becoming one. And I want to become a very good one!
37077	Tyne Daly	I'm not glamorous, I don't have a look, I don't know anything about opera, I have no Italian, and I'm too old.
37078	Tyne Daly	Both my parents were actors. I was schooled to think that acting was an important social service, that it was something that human beings need.
37079	Tyne Daly	I do games of solitaire when I get home to quiet my spirits.
37080	Tyne Daly	Many more people saw me on TV than will ever get to see me on stage, but I do love being in the same room as the people I'm telling the story to.
37081	Tyne Daly	My job always is to play a person, not to judge her.
37082	Tyne Daly	My time on television began, and I started playing victims. I did about 10 or 12 years of them, which gets boring, right?
37083	Tyne Daly	The art of acting is to pitch good. You do the pitching and hope that the other person catches the ball and does some good pitching back to you.
37084	Tyne Daly	The director's job is full of all sorts of annoyances and details - like how many cars are on the street. Ugh. I don't want it. I like my gig. And I feel that for the next 30 years or so I can keep learning more about it.
37085	Tyne Daly	Before 'Cagney and Lacey,' we didn't follow officers home to find out what they did when they took their badges off and emptied their guns. So the idea that these women also had lives outside of work was really interesting to play.
37086	Tyne Daly	I am pretty sure that all young human beings have, at one time or another in their growing-up, been actors. They have used their imaginations to carry them away from painful or confusing situations... have imagined themselves to be more powerful or beautiful or brave or loving than they are.
37087	Tyne Daly	I believe imagination to be a uniquely human gift. The reason I like my job, and have liked it for more than half a century, is that I get to use my imagination.
37088	Umberto Eco	The real hero is always a hero by mistake; he dreams of being an honest coward like everybody else.
37089	Umberto Eco	Captain Cook discovered Australia looking for the Terra Incognita. Christopher Columbus thought he was finding India but discovered America. History is full of events that happened because of an imaginary tale.
