id	author	quote
17854	Jaromir Jagr	I like the pressure.
17855	Jaromir Jagr	You have to be a good team, but you have to be lucky and stay away from injuries.
17856	Jaromir Jagr	Many European guys go to the N.H.L. at a young age, even without knowing English. But they quickly adapt to new conditions, another game, a new country. They are also young, receptive, can move mountains.
17857	Jaromir Jagr	We have a lot of rookies in the lineup. More than anybody, I would say. Its going to be something new for them.They have to understand that it's totally different hockey in the playoffs. Starting with the fans, the intensity of the game, every mistake counts.
17858	Jaromir Jagr	First of all, when I was making the decision, I never thought that Pittsburgh fans would want me back. Every time I played there, they were booing me every time I touched the puck. I didn't think it would be such a big deal that I didn't sign with Pittsburgh.
17859	Jaromir Jagr	The players don't play the position game as much as we used to play. A lot of young guys go up and down, shoot the puck, go for the rebounds. You're getting tired quicker because the body has to react where the puck is going to go. You cannot read it, because you don't have the puck on your stick.
17860	Jaromir Jagr	I'm not 21 and trying to prove something with my words.
17861	Jaromir Jagr	If I was on a third or fourth line I would probably be in the NHL, because you don't have to produce every night.
17862	Jaromir Jagr	In the K.H.L., you're even more patient at your position because the rink is so big, you cannot play that way.
17863	Jaromir Jagr	In the U.S., you have so many rules, everything's regulated and structured. When you make a mistake, you pay for it -a lot.
17864	Jaromir Jagr	There's probably a lot of people wondering if I can play.
19809	John B. S. Haldane	I have never yet met a healthy person who worried very much about his health, or a really good person who worried much about his own soul.
19810	John B. S. Haldane	A fairly bright boy is far more intelligent and far better company than the average adult.
19811	John B. S. Haldane	If one could conclude as to the nature of the Creator from a study of his creation it would appear that God has a special fondness for stars and beetles.
19812	John B. S. Haldane	It is my supposition that the Universe in not only queerer than we imagine, is queerer than we can imagine.
19813	John B. S. Haldane	My own suspicion is that the universe is not only queerer than we suppose, but queerer than we can suppose.
19814	John B. S. Haldane	Would I lay down my life to save my brother? No, but I would to save two brothers or eight cousins.
19815	John B. S. Haldane	In fact, words are well adapted for description and the arousing of emotion, but for many kinds of precise thought other symbols are much better.
19816	John B. S. Haldane	There is no great invention, from fire to flying, which has not been hailed as an insult to some god.
19817	John B. S. Haldane	We do not know, in most cases, how far social failure and success are due to heredity, and how far to environment. But environment is the easier of the two to improve.
19818	John B. S. Haldane	I think, however, that so long as our present economic and national systems continue, scientific research has little to fear.
