id	author	quote
26682	Michael Caine	When you're a movie star and you're young, you are always playing someone who's a better fighter, a better lover, a better everything than you.
26683	Michael Caine	My view of actors is that basically they're all harmless lunatics who'd be on the psychiatrist's couch, except that we get this sort of catharsis every six months or so, and we go and be absolutely someone else.
26684	Michael Caine	Growing up, there was only classical music on BBC Radio. We had to listen to the American Forces Network in Germany, which played pop songs, or the pirate radio boats off the coast.
26731	Michael Eisner	It is rare to find a business partner who is selfless. If you are lucky it happens once in a lifetime.
26732	Michael Eisner	Succeeding is not really a life experience that does that much good. Failing is a much more sobering and enlightening experience.
26733	Michael Eisner	Many people you think are individual achievers in fact have either a strong spousal partner over many years or a business partner who's either in the background, not given enough publicity or less egocentric.
26734	Michael Eisner	Well, when you're trying to create things that are new, you have to be prepared to be on the edge of risk.
26735	Michael Eisner	In every business, in every industry, management does matter.
26736	Michael Eisner	A company that pays attention to the family unit is a successful company. We don't isolate the family. We don't make rides that say, 'Hey mom, dad, you go sit on the bench.'
26737	Michael Eisner	The odds of being successful are the same for every group that is educated in America. It's just that the group that is not wealthy is 95 percent of the population. So if there are 100 successful people in a room, probably 95 out of 100 came from more modest means.
26738	Michael Eisner	Nobody has a bigger cult than Warren Buffett.
26739	Michael Eisner	Graduate school is a place to hide for a couple of years.
26740	Michael Eisner	I don't think individual achievement in business is the most meaningful way for it to operate.
26741	Michael Eisner	I find that, once you get into a position where you can afford a pair of shoes and a decent level of living, success in itself is empty.
26742	Michael Eisner	My best idea was to not accept my wife's negative reaction when I asked her to marry me.
26743	Michael Eisner	There's no good idea that can't be improved on.
26744	Michael Eisner	If you're soft and fuzzy, like our little characters, you become the skinny kid on the beach, and people in this business don't mind kicking sand in your face.
26745	Michael Eisner	When I read biographies, I'm only interested in the first few chapters. I'm not interested in when people become successful. I'm interested in what made them successful.
26746	Michael Eisner	21 years as CEO is a long time. I was and probably still am the longest serving CEO in America. Certainly I am in the media industry, bar none.
26747	Michael Eisner	Doing stuff that I don't have to talk about because I'm not in a public company is fantastic.
26748	Michael Eisner	I gravitate toward the team thing. I'm not a golfer - I much prefer basketball.
26749	Michael Eisner	If it's not growing, it's going to die.
26750	Michael Eisner	My strength is coming up with two outs in the last of the ninth.
26751	Michael Eisner	Over time, the product we produce has been consistently successful here in America and around the world. Apparently, we are doing something right.
26752	Michael Eisner	You just have to make sure the model you're working on does not undersell your product.
26753	Michael Eisner	I grew up Jewish. I am Jewish. I went to an Episcopal high school. I went to a Baptist college. I've taken every comparative-religion course that was available. God? I have no idea.
26754	Michael Eisner	There's a fine line between what would characterize you as a troglodyte and what would characterize you as a brilliant, avant-garde, forward-thinking genius. There's some middle ground.
26755	Michael Eisner	Eventually the consumer will come to appreciate the editorial point of view of every different brand. User-generated content without editorial oversight will simply be background noise.
26779	Michael Fassbender	I just went off for two months traveling around Europe on a motorcycle and pretty much turned my phone off. I did 5,000 miles with my dad. We went through Holland, Germany, Austria, Slovenia, Croatia, Bosnia, Montenegro, Italy... and then I did Spain and France by myself.
26780	Michael Fassbender	What I find really interesting is to try and mix it up, to push myself and try different things. I don't want to stay in my comfort zone. I want to take risks and keep myself scared.
26781	Michael Fassbender	You use words like 'introvert' and 'extrovert,' various traits of a personality. A lot of that stuff, we used in drama school, and that was kind of interesting, to realize my teachers sort of ripped off a lot of Jung. And how much of it is part of our society now, these phrases, introvert and extrovert, where it actually came from.
26782	Michael Fassbender	There's so much going on in the world. There's so much information being thrown at us - so many things are being sold to us, and we're being told how we should appear and how to be more successful, blah, blah, blah. How does that manifest itself? In the pressures, the stress, this need to escape.
26783	Michael Fassbender	We feel a lot of pressure about looking silly or appearing weak, whatever that means, or being a failure. You have to keep in your head: what's the worst that can happen?
26784	Michael Fassbender	I'm always interested in trying to investigate different personalities. I want to keep myself guessing and keep the fear element alive, so that I don't get too comfortable.
26785	Michael Fassbender	People are complicated. Our behavior towards one another is strange. So I like opportunities to investigate that.
26786	Michael Fassbender	Everything I put my name to and take part in, I want to be good. That's not saying it will always happen. But I want to make bold choices.
26787	Michael Fassbender	I keep everything very simple. I like telling stories.
26788	Michael Fassbender	It's more interesting isn't it, if I've got a hedonistic dark side?
26789	Michael Fassbender	I don't know what's going to happen. I'm flavor of the month at the moment, but somebody else is going to roll around the corner in three months' time. I just want to keep working. I can't stop!
26790	Michael Fassbender	I take my work seriously but I can't take myself too seriously. I'm in such a crazy privileged position.
26791	Michael Fassbender	The arts are very alive in Ireland, so that had its influence on me. But I consider myself European, really.
26792	Michael Fassbender	Why does a three-year-old, and it's usually boys, want to drive the tractor or have machinery and be in control of it? I don't know. Why wouldn't you ask to boil a kettle or something? Maybe you would, I dunno.
26793	Michael Fassbender	There's no point thinking, 'Well, my life's certainly worked out, I've got all the answers.' It would be wrong for me to say that I don't get seduced by certain things. That things don't become tempting.
26794	Michael Fassbender	When I was four, I just wanted to drive, I collected toy cars. Where does that sort of thing come from? In hindsight you go, 'Oh, liked it because of this.' Maybe it's just the wheel.
26795	Michael Fassbender	Magneto has a whole lot of complexity to him. Emotionally, he's coming from a very damaged place. I like the ambivalence of it. I want the audience leaving the theater wondering, asking the questions themselves rather than being spoon-fed like a lot of these super-villain characters.
26796	Michael Fassbender	Scratch the surface of what's socially normal. I suppose in some way all of us have something we display to the public and things we feel too ashamed of or uncomfortable with to reveal to other people.
26797	Michael Fassbender	Why not provoke some thought and get people talking about things? I like characters that are flawed because we all are. When people break up in a script, you think, Oh, right, there must be tears shed here. But maybe the fact of the matter is that they're both laughing.
26798	Michael Fassbender	I came to Los Angeles and did auditions for television. I made a terrible mess of most of them and I was quite intimidated. I felt very embarrassed and went back to London. I got British television jobs intermittently between the ages of 23 and 27, but it was very patchy.
26799	Michael Fassbender	Any good kitchen should be stocked up in oysters, shouldn't they?
26800	Michael Fassbender	Even if I'm playing a superhero, it has to be steeped in reality.
26801	Michael Fassbender	We did a lot of that in drama school: intellectualising and maybe justifying your position. 'I am a thinking actor and I have thought this through' - well, just do it. I much prefer the doing aspect.
26802	Michael Fassbender	My goal was for acting to become my main income. I would say to myself, 'I'm good enough.' That became my mantra.
26803	Michael Fassbender	Nobody wants to hear Metallica at lunchtime.
26846	Michael Ignatieff	Genocide is not just a murderous madness; it is, more deeply, a politics that promises a utopia beyond politics - one people, one land, one truth, the end of difference. Since genocide is a form of political utopia, it remains an enduring temptation in any multiethnic and multicultural society in crisis.
26847	Michael Ignatieff	Patriotism is strong nationalistic feeling for a country whose borders and whose legitimacy and whose ethnic composition is taken for granted.
26848	Michael Ignatieff	There are lots of nations in the world or national peoples who don't yet have states. They're inside someone else's state and they want a state of their own.
26849	Michael Ignatieff	I distinguish, between nationalism and patriotism.
26850	Michael Ignatieff	Since Franklin Roosevelt's leadership in setting up the United Nations and the Nuremberg trials, the U.S. has promoted universal legal norms and the institutions to enforce them while seeking, by hook or by crook, to exempt American citizens, especially soldiers, from their actual application.
26851	Michael Ignatieff	All war aims for impunity.
