author	pg_id	title	gitenberg_repo	status	reason	bytes	sha256	text_file
James Otis	64070	The Secret Chart; or, Treasure Hunting in Hayti	The-Secret-Chart-or-Treasure-Hunting-in-Hayti_64070	fetched		377900	6866519f853846493d1e72bf08f02f956533184e34f85c3823ec74356e4ceeb5	64070-0.txt
James Otis	67880	With Perry on Lake Erie: a tale of 1812	With-Perry-on-Lake-Erie-a-tale-of-1812_67880	fetched		397942	c242aec13df922fbe3e1b24748edaaf5716be4e2a3c86c25fc1b6946bcfc1255	67880-0.txt
Jean Toomer	24576	An Interpretation of Friends Worship	An-Interpretation-of-Friends-Worship_24576	fetched		87257	a3d7b1bab382e62f9e0d4991a45db6acfafc8d42f118ad00bbc78e317c7e1962	24576.txt
Jean Toomer	60093	Cane	Cane_60093	fetched		264325	a3db9314e8bbfce6cc442fbd39a48c8b7e07cbe01ca76f47fb24c2659733e257	60093-0.txt
John Abercrombie	22364	The Philosophy of the Moral Feelings	The-Philosophy-of-the-Moral-Feelings_22364	fetched		368687	99a653c16e174f74ddcbcfb284d23b6a328c61f368ee3a7ea95d8c9820d98a6d	22364.txt
John Bacon	861	The Dominion of the Air: The Story of Aerial Navigation	The-Dominion-of-the-Air-The-Story-of-Aerial-Navigation_861	unavailable				
Katherine Mansfield	1429	The Garden Party, and Other Stories	The-Garden-Party-and-Other-Stories_1429	fetched		352874	44162d523960693aaab52bc95b21c210d0d9a5c2236ef0ae24f08eb9470c0d1e	1429-0.txt
Katherine Mansfield	1472	In a German Pension	In-a-German-Pension_1472	fetched		199703	caf80e3593e4e074177ab9b6fc190cfcf468a3f9ee3f3a2589244f792467fdb3	1472-0.txt
Katherine Mansfield	20267	At The Bay	At-The-Bay_20267	unavailable				
Katherine Mansfield	26463	The Garden Party, and Other Stories	The-Garden-Party-and-Other-Stories_26463	unavailable				
Katherine Mansfield	44385	Bliss, and Other Stories	Bliss-and-Other-Stories_44385	fetched		383422	65fb415afcfc322aa5a32678405b2570468c3ce9b023e5d4eb9f49a8fcb1c7e4	44385.txt
Katherine Mansfield	59276	Poems	Poems_59276	fetched		90542	4ad4c64755d9603aac512371a6e683d61e0eee037a42103b922c4bfe9b583eb6	59276-0.txt
Katherine Mansfield	66871	The Doves' Nest, and Other Stories	The-Doves-Nest-and-Other-Stories_66871	fetched		288714	9eb12ebf912bf2a2bceff3e03a97e1fd361ec61c53e6884dcca7220a5f285a2f	66871-0.txt
Leonard Woolf	60239	Stories of the East	Stories-of-the-East_60239	fetched		97897	ecece348b33e24594bbddd61cfa28eef4785a2f1a71485966ed7b21d6bee9e5d	60239-0.txt
Leonard Woolf	60627	The Village in the Jungle	The-Village-in-the-Jungle_60627	fetched		389851	40368aeeafd700edd98f1f4c494631594ac0fc117db32dd4bb1f65999ac59ff6	60627-0.txt
Louis Agassiz	6078	Louis Agassiz: His Life and Correspondence	Louis-Agassiz-His-Life-and-Correspondence_6078	fetched		986552	605592654a2fe84d791add113a3f1431db58774ae9ed392b97e8b172c1e67d35	6078.txt
Louis Agassiz	56171	A Journey in Brazil	A-Journey-in-Brazil_56171	fetched		1059534	4d657cda86daf2180b6df31768d435330ba2493c933ac1840359352255b9ef70	56171-0.txt
Louisa May Alcott	163	Flower Fables	Flower-Fables_163	fetched		212795	b79a79f3bfea17e8ca8c23022592f0fb98ee3ce6b332a6cffaf83795f01726f6	163.txt
Louisa May Alcott	514	Little Women	Little-Women_514	fetched		1053468	3399cd9ad757cb7891e8e9b48f97f6bec96ef9bb9beeb0304da9776d1d5fc9a1	514-8.txt
Louisa May Alcott	2726	Eight Cousins	Eight-Cousins_2726	fetched		424825	4d7ca0e675a90a00e0873fce60839157edf96615615bb3165038626310286c5a	2726-0.txt
Louisa May Alcott	2786	Jack and Jill	Jack-and-Jill_2786	fetched		533422	2d1100d97f95cf292a6f2c07d727bf810d8b8775efc95c4dd21b88e221ea5a5b	2786-0.txt
Louisa May Alcott	2787	An Old-Fashioned Girl	An-Old-Fashioned-Girl_2787	fetched		588849	7a434014b99f749bc661d6a0110eeca0a913a86300984c2caa0b5f58d1c46a78	2787-0.txt
Louisa May Alcott	2788	Little Men: Life at Plumfield With Jo's Boys	Little-Men-Life-at-Plumfield-With-Jo-s-Boys_2788	unavailable				
Louisa May Alcott	2804	Rose in Bloom	Rose-in-Bloom_2804	unavailable				
Louisa May Alcott	3499	Jo's Boys	Jo-s-Boys_3499	fetched		572543	1a5b347bb9b98550053361a9d0416e001f6de0bf95e3ed2ee74b61cdea3cb808	3499-0.txt
Louisa May Alcott	3795	Under the Lilacs	Under-the-Lilacs_3795	fetched		468704	8ac68e924555dc950f85e38e3d367b24bf2379be1f37dde2e61827a28e1c1997	3795.txt
Louisa May Alcott	3806	A Modern Cinderella; Or, The Little Old Shoe, and Other Stories	A-Modern-Cinderella-Or-The-Little-Old-Shoe-and-Other-Stories_3806	unavailable				
Louisa May Alcott	3837	Hospital Sketches	Hospital-Sketches_3837	fetched		192451	df8191752b92e3132e3d01c0bccd6d052e79554ccceb4e3b71ac6446d03b1a37	3837-0.txt
Louisa May Alcott	4770	Work: A Story of Experience	Work-A-Story-of-Experience_4770	fetched		677290	c8f6467f598638b12353d2ee2c86390fe53adf3206e4d80c7ec5843114117a60	4770.txt
Louisa May Alcott	4960	On Picket Duty, and Other Tales	On-Picket-Duty-and-Other-Tales_4960	fetched		194522	3ac8aa833dcaafe2c19370c991c7e1cc4b83c452ca065010d70d29918cf1329e	4960-0.txt
Louisa May Alcott	5352	Marjorie's Three Gifts	Marjorie-s-Three-Gifts_5352	fetched		64464	233325dad24d7100912e99579f469c448023901dc31698355e400ffb2404ae9e	5352-0.txt
Louisa May Alcott	5830	A Garland for Girls	A-Garland-for-Girls_5830	fetched		413278	c459af0e35ad6c120f25cb0da482d940dd8ceee6f583340af20f5334433b5837	5830-0.txt
Louisa May Alcott	7425	The Louisa Alcott Reader: a Supplementary Reader for the Fourth Year of School	The-Louisa-Alcott-Reader-a-Supplementary-Reader-for-the-Fourth-Year-of-School_7425	unavailable				
Louisa May Alcott	8188	The Mysterious Key and What It Opened	The-Mysterious-Key-and-What-It-Opened_8188	fetched		128860	dfc563b8f1f9afe2b79cb2249598d14471513d098dd0ccc653d678be7f46016c	8188.txt
Louisa May Alcott	8384	Pauline's Passion and Punishment	Pauline-s-Passion-and-Punishment_8384	fetched		115144	0b7ead5386e031cf4045d33a02e7d4e4b0a6f48dd395b8c6dbd194975bb620bf	8384-0.txt
Louisa May Alcott	8677	Behind a Mask; or, a Woman's Power	Behind-a-Mask-or-a-Woman-s-Power_8677	unavailable				
Louisa May Alcott	8694	The Abbot's Ghost, or Maurice Treherne's Temptation: A Christmas Story	The-Abbot-s-Ghost-or-Maurice-Treherne-s-Temptation-A-Christmas-Story_8694	unavailable				
Louisa May Alcott	10360	Kitty's Class Day and Other Stories	Kitty-s-Class-Day-and-Other-Stories_10360	fetched		451596	a989fdd7241ddf53b8a4ad017d416d14de35b9bb254e3053d719b57e5a4cce90	10360-8.txt
Louisa May Alcott	22022	Aunt Jo's Scrap Bag, Volume 2	Aunt-Jo-s-Scrap-Bag-Volume-2_22022	unavailable				
Louisa May Alcott	22234	Aunt Jo's Scrap Bag, Volume 5	Aunt-Jo-s-Scrap-Bag-Volume-5_22234	unavailable				
Louisa May Alcott	22451	Jack and Jill	Jack-and-Jill_22451	unavailable				
Louisa May Alcott	22787	Little Men	Little-Men_22787	unavailable				
Louisa May Alcott	25165	The Candy Country	The-Candy-Country_25165	fetched		81192	21a1dd587a6074f4071e68852f9e386f3399037e7c1a5834f6cfc2c9e8b078e1	25165-8.txt
Louisa May Alcott	26041	Aunt Jo's Scrap Bag, Volume 1	Aunt-Jo-s-Scrap-Bag-Volume-1_26041	unavailable				
Louisa May Alcott	26297	Little Women	Little-Women_26297	unavailable				
Louisa May Alcott	27567	Aunt Jo's Scrap Bag, Volume 6	Aunt-Jo-s-Scrap-Bag-Volume-6_27567	unavailable				
Louisa May Alcott	28203	Moods	Moods_28203	fetched		504790	2439f960622e433116fca0d55ce36461cec8fdc3cfb9075baafd0faf587d45ad	28203-8.txt
Louisa May Alcott	28218	Three Unpublished Poems	Three-Unpublished-Poems_28218	fetched		36540	e9c1dff9c9730b69fa8e6ea771a2ce462d68ccbcd3d8bc27188662bb090236bc	28218.txt
Louisa May Alcott	32357	Lulu's Library, Volume 2 (of 3)	Lulu-s-Library-Volume-2-of-3_32357	unavailable				
Louisa May Alcott	33986	Comic Tragedies	Comic-Tragedies_33986	unavailable				
Louisa May Alcott	34920	Silver Pitchers: and Independence, a Centennial Love Story	Silver-Pitchers-and-Independence-a-Centennial-Love-Story_34920	unavailable				
Louisa May Alcott	36221	Spinning-Wheel Stories	Spinning-Wheel-Stories_36221	fetched		426709	a25814e22b421b36c15d642c9ce31e06c2dff4065e5d00d5f0a7fbe0e83dc246	36221-8.txt
Louisa May Alcott	37106	Little Women; Or, Meg, Jo, Beth, and Amy	Little-Women-Or-Meg-Jo-Beth-and-Amy_37106	unavailable				
Louisa May Alcott	37807	Mountain-Laurel and Maidenhair	Mountain-Laurel-and-Maidenhair_37807	fetched		78124	5c0d72db65e9b3712bfac4704d87c385cd9077dceb65eaa004c7bf243933c233	37807.txt
Louisa May Alcott	37981	May Flowers	May-Flowers_37981	fetched		86899	bc41cd90327a3c888b9810f06a132e25501c2176c42a4f3af4d374e697879583	37981-8.txt
Louisa May Alcott	38049	Louisa May Alcott : Her Life, Letters, and Journals	Louisa-May-Alcott-Her-Life-Letters-and-Journals_38049	unavailable				
Louisa May Alcott	38567	Eight Cousins; Or, The Aunt-Hill	Eight-Cousins-Or-The-Aunt-Hill_38567	unavailable				
Louisa May Alcott	40682	Lulu's Library, Volume 1 (of 3)	Lulu-s-Library-Volume-1-of-3_40682	unavailable				
Louisa May Alcott	40683	Lulu's Library, Volume 3 (of 3)	Lulu-s-Library-Volume-3-of-3_40683	unavailable				
Louisa May Alcott	41127	Rose in Bloom	Rose-in-Bloom_41127	unavailable				
Louisa May Alcott	52900	Little Men: Life at Plumfield with Jo's Boys	Little-Men-Life-at-Plumfield-with-Jo-s-Boys_52900	fetched		608694	823c328cad0f240eaf2d0613c64f973421de7a6ed8ac21014adfc26e2782f6bf	52900-0.txt
Louisa May Alcott	54212	A Modern Mephistopheles, and A Whisper in the Dark	A-Modern-Mephistopheles-and-A-Whisper-in-the-Dark_54212	fetched		439756	fee7ce609278ba3481866936ffe4f1349dd9fa046dc2b9936ef1301de929f1c7	54212-0.txt
Louisa May Alcott	57309	Aunt Jo's Scrap-Bag, Volume 3	Aunt-Jo-s-Scrap-Bag-Volume-3_57309	unavailable				
Louisa May Alcott	57310	Aunt Jo's Scrap-Bag, Volume 4	Aunt-Jo-s-Scrap-Bag-Volume-4_57310	unavailable				
Louisa May Alcott	57321	Proverb Stories	Proverb-Stories_57321	fetched		547955	00326af49594e2d2b73fc48d71a8d9b24aa4be66f0c20d92033de4c522650eda	57321-0.txt
Louisa May Alcott	58158	Index of the Project Gutenberg Works of Louisa M. Alcott	Index-of-the-Project-Gutenberg-Works-of-Louisa-M-Alcott_58158	fetched		697939	a6020ea29913f884a1eb11af13e93d141e748771e1b05c89d3dc2eb43e83f2c8	58158-0.txt
Ludovic Halevy	3954	L'Abbe Constantin — Volume 1	L-Abbe-Constantin-Volume-1_3954	fetched		101711	b481ff8b2d6ac6d07e35c27a9222e18afbde4a987c0d82f2d4f6a0a567484905	3954.txt
Ludovic Halevy	3955	L'Abbe Constantin — Volume 2	L-Abbe-Constantin-Volume-2_3955	fetched		78697	ac93bdd482ba3590947e44b14c45fa9dc0f7486490d88af9c9369b1201dc228a	3955.txt
Ludovic Halevy	3956	L'Abbe Constantin — Volume 3	L-Abbe-Constantin-Volume-3_3956	fetched		95452	f8500424a5a9ac2805558de39ea31e53da523095141109efb6ad16608fccb1d5	3956.txt
Ludovic Halevy	3957	L'Abbe Constantin — Complete	L-Abbe-Constantin-Complete_3957	unavailable				
Ludovic Halevy	7578	Widger's Quotes and Images from L'Abbe Constantin by Ludovic Halévy	Widger-s-Quotes-and-Images-from-L-Abbe-Constantin-by-Ludovic-Halevy_7578	unavailable				
Ludovic Halevy	15465	Parisian Points of View	Parisian-Points-of-View_15465	fetched		238997	5a023469fab49705cf5435152a2de0b0bdaec19b89c8061756ccca30bf034aa3	15465-8.txt
Ludwig van Beethoven	117	Symphony No. 5 in C minor Opus 67	Symphony-No-5-in-C-minor-Opus-67_117	unavailable				
Ludwig van Beethoven	156	Symphony No. 5 in C minor, Opus 67	Symphony-No-5-in-C-minor-Opus-67_156	unavailable				
Ludwig van Beethoven	3528	Beethoven, the Man and the Artist, as Revealed in His Own Words	Beethoven-the-Man-and-the-Artist-as-Revealed-in-His-Own-Words_3528	fetched		167351	9897f1a31a4f9e5489a288e79fadd676cd8f9b528298ef48c4a9df4c6964a7b7	3528-0.txt
Ludwig van Beethoven	4749	String Quartet No. 01 in F major Opus 18	String-Quartet-No-01-in-F-major-Opus-18_4749	unavailable				
Ludwig van Beethoven	4950	String Quartet No. 02 in G major Opus 18	String-Quartet-No-02-in-G-major-Opus-18_4950	unavailable				
Ludwig van Beethoven	5634	Große Fuge in B flat major Opus 133	Groe-Fuge-in-B-flat-major-Opus-133_5634	unavailable				
Ludwig van Beethoven	6546	Beethoven, the Man and the Artist, as Revealed in His Own Words	Beethoven-the-Man-and-the-Artist-as-Revealed-in-His-Own-Words_6546	unavailable				
Ludwig van Beethoven	6871	String Quartet No. 09 in C major Opus 59	String-Quartet-No-09-in-C-major-Opus-59_6871	unavailable				
Ludwig van Beethoven	7092	String Quartet No. 07 in F major Opus 59	String-Quartet-No-07-in-F-major-Opus-59_7092	unavailable				
Ludwig van Beethoven	7093	String Quartet No. 08 in E minor Opus 59	String-Quartet-No-08-in-E-minor-Opus-59_7093	unavailable				
Ludwig van Beethoven	7507	String Quartet No. 13 in B flat major Opus 130	String-Quartet-No-13-in-B-flat-major-Opus-130_7507	unavailable				
Ludwig van Beethoven	11001	String Quartet No. 05 in A major Opus 18	String-Quartet-No-05-in-A-major-Opus-18_11001	unavailable				
Ludwig van Beethoven	11002	String Quartet No. 11 in F minor Opus 95 "Serioso"	String-Quartet-No-11-in-F-minor-Opus-95-Serioso_11002	unavailable				
Ludwig van Beethoven	11755	String Quartet No. 10 in E flat major Opus 74 "Harp"	String-Quartet-No-10-in-E-flat-major-Opus-74-Harp_11755	unavailable				
Ludwig van Beethoven	12149	String Quartet No. 03 in D major Opus 18	String-Quartet-No-03-in-D-major-Opus-18_12149	unavailable				
Ludwig van Beethoven	12237	String Quartet No. 16 in F major Opus 135	String-Quartet-No-16-in-F-major-Opus-135_12237	unavailable				
Ludwig van Beethoven	12695	String Quartet No. 04 in C minor Opus 18	String-Quartet-No-04-in-C-minor-Opus-18_12695	unavailable				
Ludwig van Beethoven	13065	Beethoven's Letters 1790-1826, Volume 1	Beethoven-s-Letters-1790-1826-Volume-1_13065	fetched		354042	34b004a4772d22e175912dc9be6d3a9700363d8db561c9646ea8365182fd6225	13065.txt
Ludwig van Beethoven	13078	String Quartet No. 12 in E flat major Opus 127	String-Quartet-No-12-in-E-flat-major-Opus-127_13078	unavailable				
Ludwig van Beethoven	13079	String Quartet No. 14 in C-sharp minor Opus 131	String-Quartet-No-14-in-C-sharp-minor-Opus-131_13079	unavailable				
Ludwig van Beethoven	13153	String Quartet No. 15 in A minor Opus 132	String-Quartet-No-15-in-A-minor-Opus-132_13153	unavailable				
Ludwig van Beethoven	13272	Beethoven's Letters 1790-1826, Volume 2	Beethoven-s-Letters-1790-1826-Volume-2_13272	fetched		373885	452fb5702e7c9c5946bfee894281898b28f58fa8cd54bd8baf8ad40fb0fdccd9	13272.txt
Ludwig van Beethoven	13473	String Quartet No. 06 in B flat major Opus 18	String-Quartet-No-06-in-B-flat-major-Opus-18_13473	unavailable				
Lyman Abbott	4954	Laicus; Or, the Experiences of a Layman in a Country Parish.	Laicus-Or-the-Experiences-of-a-Layman-in-a-Country-Parish_4954	fetched		381083	bb70632b7d897af2faa0e8b3ee891b8a681a12c11140de0a7455a84e3105221b	4954.txt
Manly Hall	55687	The Initiates of the Flame	The-Initiates-of-the-Flame_55687	fetched		98953	dafdf6a79ddacd0fa84b2728d6d8114002676e3bc78288a7913299ab9460b0c7	55687-0.txt
Philip Gilbert Hamerton	8536	Philip Gilbert Hamerton	Philip-Gilbert-Hamerton_8536	unavailable				
Philip Gilbert Hamerton	32151	The Intellectual Life	The-Intellectual-Life_32151	fetched		854569	1625648bd2257d1206883ebb5901071bdfdedd08ff46cce91fba2716d4a125af	32151.txt
Philip Gilbert Hamerton	40874	Wenderholme: A Story of Lancashire and Yorkshire	Wenderholme-A-Story-of-Lancashire-and-Yorkshire_40874	unavailable				
Philip Gilbert Hamerton	43359	Human Intercourse	Human-Intercourse_43359	fetched		775290	a3b7235c1ac95e1dd7bba18e1963e9812607054afb1b6dbea62b21c70a88bde7	43359.txt
Reginald Wright Kauffman	38436	The Azure Rose: A Novel	The-Azure-Rose-A-Novel_38436	unavailable				
Reginald Wright Kauffman	38753	Running Sands	Running-Sands_38753	fetched		474874	549064f63c2129ce233493394cd07d9126adc3de49988df08b7486b141b8c9d6	38753.txt
Reginald Wright Kauffman	45866	The Spider's Web	The-Spider-s-Web_45866	fetched		537134	e7a0fd7e3991b674df498c21c6297f14ac9429366ae56ade7cb7ae370c71c845	45866-0.txt
Richard Whately	18087	Historic Doubts Relative To Napoleon Buonaparte	Historic-Doubts-Relative-To-Napoleon-Buonaparte_18087	fetched		124802	476b3eb4f2c485320e8a3c70dcdc66880a1c93dbc680ee1ecc4cbab7c34484ab	18087.txt
Samuel Foote	18417	The Great Panjandrum Himself	The-Great-Panjandrum-Himself_18417	fetched		24305	184598331a9e237eb1dcbf6ec6643aecb1b55ecddf1150b00e6c1076f5731cf6	18417.txt
Samuel Foote	49602	The Lame Lover: A Comedy in Three Acts	The-Lame-Lover-A-Comedy-in-Three-Acts_49602	fetched		103529	0dbe34205d9aa81debbc906309323f45d9a87feafe9e659240e454cf06b7a08e	49602-8.txt
Samuel Goldwyn	59730	Behind the Screen	Behind-the-Screen_59730	fetched		336958	78962b8adf23f8c4a07d606e13e03a1729d3ba9426ede82f0e9907bf98dea50e	59730-0.txt
Samuel Rogers	13586	Poems	Poems_13586	fetched		202955	6a580ba4aa7aa908f5b2c383b3bdc2d4156d96b04f7c342a8a9abc2abc3f1241	13586.txt
Sherwood Eddy	18325	With Our Soldiers in France	With-Our-Soldiers-in-France_18325	fetched		279510	c3f73d02d664b9e83d7f6785f68dd0ae9e58ee97cbc3285849ea66dc7d0634a6	18325.txt
Thomas Adams	66250	An Account of the Battle of Wilson's Creek	An-Account-of-the-Battle-of-Wilson-s-Creek_66250	unavailable				
Thomas D'Urfey	16335	Essays on the Stage	Essays-on-the-Stage_16335	unavailable				
Thomas Hood	15652	The Poetical Works of Thomas Hood	The-Poetical-Works-of-Thomas-Hood_15652	fetched		943702	1e0c9df685005aa772650c72cd991917429a929a1b074d6d99722c4bd161b250	15652.txt
Thomas Hood	56712	The Comic Poems of Thomas Hood	The-Comic-Poems-of-Thomas-Hood_56712	unavailable				
Thomas Hood	59269	The Works of Thomas Hood; Vol. 01 (of 11)	The-Works-of-Thomas-Hood-Vol-01-of-11_59269	unavailable				
Thomas Hood	61301	The Works of Thomas Hood; Vol. 02 (of 11)	The-Works-of-Thomas-Hood-Vol-02-of-11_61301	unavailable				
Thomas Hood	67336	A Parody on "Mary's Ghost;" or, The Doctors and Body-snatchers.	A-Parody-on-Mary-s-Ghost-or-The-Doctors-and-Body-snatchers_67336	unavailable				
Thomas More	2130	Utopia	Utopia_2130	fetched		260857	1c024d368595c0c6ea8990517c916da2d6189e32fd7bd9f8f5d30de7ec7733aa	2130.txt
Thomas More	17075	Dialogue of Comfort Against Tribulation	Dialogue-of-Comfort-Against-Tribulation_17075	unavailable				
Tommaso Campanella	2816	The City of the Sun	The-City-of-the-Sun_2816	fetched		114287	0d560ef884e764a08c54823d991fbfaa4fbac850d2d62512dec2ba1ec19e1d40	2816.txt
Vera Brittain	51907	Verses of a V.A.D.	Verses-of-a-V-A-D_51907	unavailable				
Wilhelm Stekel	57272	The Depths of the Soul: Psycho-Analytical Studies	The-Depths-of-the-Soul-Psycho-Analytical-Studies_57272	fetched		320930	a61d30b8a5ec27f1e2dbdbb5f7949b9ba1ca40982105053b8ac7bc4e2867a5ea	57272-0.txt
Wilhelm Stekel	66693	Bi-sexual love; the homosexual neurosis	Bi-sexual-love-the-homosexual-neurosis_66693	fetched		515434	fc368262d96a14718b7e303c140b9c46fafe435c18cb2707456b5e81e0c12295	66693-0.txt
Wilhelm Stekel	67557	The Homosexual Neurosis	The-Homosexual-Neurosis_67557	fetched		464321	17901bf8d367528417e24ce9d45196ad6c623ac7b1490ce249d60bbcc7a420d4	67557-0.txt
William Connor Magee	64503	Christianity in relation to Freethought, Scepticism, and Faith	Christianity-in-relation-to-Freethought-Scepticism-and-Faith_64503	unavailable				
William Cowper Brann	567	The Complete Works of Brann, the Iconoclast — Volume 01	The-Complete-Works-of-Brann-the-Iconoclast-Volume-01_567	fetched		592964	9cd44b4300e651503822993a5190a077674ec8a53ef117f2892ce441a60c4566	567.txt
William Cowper Brann	568	The Complete Works of Brann, the Iconoclast — Volume 10	The-Complete-Works-of-Brann-the-Iconoclast-Volume-10_568	fetched		590985	8f84519ce245821faeff12d6db7d558bdd38e2bd80d9abaef83402a547e9f4ed	568.txt
William Cowper Brann	569	The Complete Works of Brann, the Iconoclast — Volume 12	The-Complete-Works-of-Brann-the-Iconoclast-Volume-12_569	fetched		596505	082ca6a7baf322aefb09076ae34ccc19d68011279a72cbb73f32ab7b7c9e2137	569.txt
