author	pg_id	title	gitenberg_repo	status	reason	bytes	sha256	text_file
Agnes Repplier	16722	Americans and Others	Americans-and-Others_16722	fetched		292403	04225280064ecf0ba767cfaa8c0ec5f30f6680080308febaade740038b297d00	16722.txt
Agnes Repplier	55703	In Our Convent Days	In-Our-Convent-Days_55703	fetched		239136	249478faf7a7148d68dc1a7aae12199b8c451d740794540f10426b850fce1f91	55703-8.txt
Agnes Repplier	58942	In the Dozy Hours, and Other Papers	In-the-Dozy-Hours-and-Other-Papers_58942	fetched		283251	e7ef7596b62b7a76d550496234fa6f4f4d2652ec21bc4384c425f3af246030d2	58942-0.txt
Agnes Repplier	59018	Points of View	Points-of-View_59018	fetched		295563	e1e61bfe1271afdb1456620bf4aa413f79d1b22dc430873ce34bbee39b2b090b	59018-0.txt
Agnes Repplier	59430	Essays in Idleness	Essays-in-Idleness_59430	fetched		282661	4c1b9f816256176131575715b67decb488fff019e75f27d6ab6a627dbf7f492e	59430-0.txt
Agnes Repplier	68195	A happy half-century, and other essays	A-happy-half-century-and-other-essays_68195	fetched		299879	21c6cde394d9b24614f23525ffe7c9e6bad1116a9ade067780d070ac53ab68b7	68195-0.txt
Arnold Toynbee	10145	Turkey: a Past and a Future	Turkey-a-Past-and-a-Future_10145	unavailable				
Arnold Toynbee	11716	The Balkans: A History of Bulgaria—Serbia—Greece—Rumania—Turkey	The-Balkans-A-History-of-BulgariaSerbiaGreeceRumaniaTurkey_11716	unavailable				
Arnold Toynbee	50716	The German Terror in Belgium: An Historical Record	The-German-Terror-in-Belgium-An-Historical-Record_50716	fetched		238449	e223a612f99a1d8f7dcd354bf498907194bcdfab8697c2867368f1c2f74954d6	50716-0.txt
Arnold Toynbee	65248	"The Murderous Tyranny of the Turks"	The-Murderous-Tyranny-of-the-Turks_65248	fetched		68157	c25d0902b8969c65500ab7653fc5a4770f7ee9d2141f1f401444c50eea589662	65248-0.txt
Ashley Montagu	58939	The Dolphin in History	The-Dolphin-in-History_58939	fetched		130502	29a1b851f77f3d459a6766af22767a032d74343d661efcfce2eb8a642fa0ca0b	58939-0.txt
Bert Leston Taylor	30038	A line-o'-verse or two	A-line-o-verse-or-two_30038	unavailable				
Bert Leston Taylor	31138	The So-called Human Race	The-So-called-Human-Race_31138	fetched		407029	cc46d178f075d5cd8a1fff40747322e2fb7dad08339b6bdfce6e70369530592f	31138-8.txt
Bert Leston Taylor	65345	Under Three Flags: A Story of Mystery	Under-Three-Flags-A-Story-of-Mystery_65345	fetched		693839	3830b30f4c57ec37e6d56d62571f71d77bff6526be83d151b88b5baf9102f809	65345-0.txt
Bettina von Hutten	16909	The Halo	The-Halo_16909	fetched		448398	a71b0d36a70a351aca797e0064df393131611f41abbbb48006de7d7e0df7d562	16909-8.txt
Brooks Adams	6706	The Emancipation of Massachusetts	The-Emancipation-of-Massachusetts_6706	fetched		822151	66e511e807ba480d0e5403da90fc4297d8107eca7097e3b7e96540f39d55e46c	6706-0.txt
Brooks Adams	10613	The Theory of Social Revolutions	The-Theory-of-Social-Revolutions_10613	fetched		292335	c3c1442eec357be7d1fafed0cbb69edc1ac3021fb07cf307beeb9c1d5715a16c	10613-8.txt
Brooks Adams	26302	The Theory of Social Revolutions	The-Theory-of-Social-Revolutions_26302	unavailable				
Brooks Adams	44908	The Law of Civilization and Decay: An Essay on History	The-Law-of-Civilization-and-Decay-An-Essay-on-History_44908	unavailable				
Charles Edwards	63969	The History and Poetry of Finger-rings	The-History-and-Poetry-of-Finger-rings_63969	fetched		419667	c300483a5716a0adab7a35baba959a7cd3ba5cdf75a076170eda808757547213	63969-0.txt
Charles Kingsley	677	The Heroes; Or, Greek Fairy Tales for My Children	The-Heroes-Or-Greek-Fairy-Tales-for-My-Children_677	unavailable				
Charles Kingsley	695	Glaucus; Or, The Wonders of the Shore	Glaucus-Or-The-Wonders-of-the-Shore_695	fetched		290340	f4de17b05470c0e9a023b9d8e29022efa74fb02351bc3d97183fec2d2877cf4b	695-0.txt
Charles Kingsley	1018	The Water-Babies	The-Water-Babies_1018	unavailable				
Charles Kingsley	1275	Alexandria and Her Schools	Alexandria-and-Her-Schools_1275	unavailable				
Charles Kingsley	1335	The Ancien Régime	The-Ancien-Regime_1335	unavailable				
Charles Kingsley	1360	Historical Lectures and Essays	Historical-Lectures-and-Essays_1360	fetched		282675	884464f92fd5d838447e5e2cd14cb0c6200a7b60fefc9a05332c73313bd344df	1360.txt
Charles Kingsley	1637	Sanitary and Social Lectures and Essays	Sanitary-and-Social-Lectures-and-Essays_1637	fetched		397975	2e49f628e03af5db5a56912412b42e4dae34051256c8303e1697f8e2c26e09f1	1637-0.txt
Charles Kingsley	1697	Madam How and Lady Why; Or, First Lessons in Earth Lore for Children	Madam-How-and-Lady-Why-Or-First-Lessons-in-Earth-Lore-for-Children_1697	unavailable				
Charles Kingsley	1860	Westward Ho! Or, The Voyages and Adventures of Sir Amyas Leigh, Knight, of Burrough, in the County of Devon, in the Reign of Her Most Glorious Majesty Queen Elizabeth	Westward-Ho-Or-The-Voyages-and-Adventures-of-Sir-Amyas-Leigh-Knight-of-Burrough-in-the-County-of-Devon-in-the-Reign-of-Her-Most-Glorious-Majesty-Queen-Elizabeth_1860	unavailable				
Charles Kingsley	3142	Plays and Puritans	Plays-and-Puritans_3142	fetched		145952	e345e7e13af481d5620ffcd9a334f98bf84f1f2856b007ac058cd0954b037bcf	3142-0.txt
Charles Kingsley	3143	Sir Walter Raleigh and His Time	Sir-Walter-Raleigh-and-His-Time_3143	fetched		219696	79940190bf81167e99a56d144d34e0d9a43522f2c8b34008352489c1a646cd23	3143-0.txt
Charles Kingsley	3144	Froude's History of England	Froude-s-History-of-England_3144	fetched		120982	d7675b50808177463e7ca37986213e32a08c58526bacde38620e85d0bd39e3d4	3144-0.txt
Charles Kingsley	3821	The Roman and the Teuton	The-Roman-and-the-Teuton_3821	unavailable				
Charles Kingsley	5687	The Water of Life, and Other Sermons	The-Water-of-Life-and-Other-Sermons_5687	fetched		342984	d12182aee998347599cb6c1f8576d223275ed3dc14d88581206221cf7247f8a6	5687-0.txt
Charles Kingsley	6308	Hypatia — or New Foes with an Old Face	Hypatia-or-New-Foes-with-an-Old-Face_6308	unavailable				
Charles Kingsley	7032	Prose Idylls, New and Old	Prose-Idylls-New-and-Old_7032	fetched		441045	e1faffc26035177f4d99e0c91d34cea7b8bea12f69855f82e6e950b22177b980	7032-0.txt
Charles Kingsley	7042	Discipline and Other Sermons	Discipline-and-Other-Sermons_7042	fetched		338950	5916388c9c7a078da3873f997c23966e5d0bc168767c01d667911045af650320	7042-0.txt
Charles Kingsley	7051	The Good News of God	The-Good-News-of-God_7051	fetched		501383	f64a2c03fcc595ad5b63c51c62aa71b2b85285e056c544cae1898f26e74076de	7051-0.txt
Charles Kingsley	7815	Hereward, the Last of the English	Hereward-the-Last-of-the-English_7815	fetched		963203	ffd84f34d090459dd61c997cade7fca4375630121750c98c3fa8868a172a928b	7815-0.txt
Charles Kingsley	7954	Twenty-Five Village Sermons	Twenty-Five-Village-Sermons_7954	fetched		401386	cdabc0a374243ae542bc72818bc87a484e953d622af9bccfb46f0bc428b9acd9	7954-0.txt
Charles Kingsley	8202	Sermons on National Subjects	Sermons-on-National-Subjects_8202	fetched		891046	07e3580429eda905ed9b4d9763831cac12cf5d421523e89ff300615131761433	8202-0.txt
Charles Kingsley	8374	Alton Locke, Tailor and Poet: An Autobiography	Alton-Locke-Tailor-and-Poet-An-Autobiography_8374	fetched		1083966	d18b1956ea947d78a1ea9c59816062db178fb351d48c87c882a8a19d1ff74a5e	8374.txt
Charles Kingsley	8733	The Hermits	The-Hermits_8733	fetched		541337	5dd662e3b70800c312ffe8b30ebff2da46a3f9170f6cd8e36ae7aac09f71a735	8733-0.txt
Charles Kingsley	10116	All Saints' Day and Other Sermons	All-Saints-Day-and-Other-Sermons_10116	fetched		666827	afa474c27d73fd789b135cee764617e001f0baf90e2ecd7ba1d4187e411db9d7	10116.txt
Charles Kingsley	10251	Town Geology	Town-Geology_10251	fetched		268940	a7b21fe34f8b65ffc517455d1eacf9ddf3097e566ea9f6faa0da1c0a94a1e905	10251.txt
Charles Kingsley	10325	The Gospel of the Pentateuch: A Set of Parish Sermons	The-Gospel-of-the-Pentateuch-A-Set-of-Parish-Sermons_10325	unavailable				
Charles Kingsley	10326	David: Five Sermons	David-Five-Sermons_10326	unavailable				
Charles Kingsley	10364	Yeast: a Problem	Yeast-a-Problem_10364	unavailable				
Charles Kingsley	10427	Scientific Essays and Lectures	Scientific-Essays-and-Lectures_10427	fetched		300286	5b9baa3beb8b3c45cdfb776a8ce262eb00d3cf249964749a5800fbd67123699e	10427.txt
Charles Kingsley	10669	At Last: A Christmas in the West Indies	At-Last-A-Christmas-in-the-West-Indies_10669	unavailable				
Charles Kingsley	10920	Two Years Ago, Volume I	Two-Years-Ago-Volume-I_10920	fetched		661507	47e0aa49ffca496aa6adc4a706824452405a8868e9f72c7ef7d6440fafe8258b	10920-8.txt
Charles Kingsley	10995	Two Years Ago, Volume II.	Two-Years-Ago-Volume-II_10995	unavailable				
Charles Kingsley	11025	Phaethon: Loose Thoughts for Loose Thinkers	Phaethon-Loose-Thoughts-for-Loose-Thinkers_11025	unavailable				
Charles Kingsley	11026	Literary and General Lectures and Essays	Literary-and-General-Lectures-and-Essays_11026	fetched		549094	f40de2b154110bf13b7544b26592855271e432c82a35696dcd5a9933e6ebd367	11026.txt
Charles Kingsley	11064	Andromeda, and Other Poems	Andromeda-and-Other-Poems_11064	fetched		181226	0c281b2abaef776ae999fbe838005d9703f399ee38a220a099956246143dc307	11064.txt
Charles Kingsley	11346	The Saint's Tragedy	The-Saint-s-Tragedy_11346	fetched		313328	a080d16a17fa31dfecf1fc25dba4c201d5416987f2c13e6b3b1c32a2b39675aa	11346.txt
Charles Kingsley	11381	Sermons for the Times	Sermons-for-the-Times_11381	fetched		485308	41d8f3c3aba39e6fc4f3dc3e8eedd124d7748fbae15a4a043b7c6f0406157407	11381.txt
Charles Kingsley	11536	Town and Country Sermons	Town-and-Country-Sermons_11536	fetched		499848	22880586fae37a2a658c56e534723d5cbcec4ae0e6261b1773aa914e09213754	11536.txt
Charles Kingsley	17437	Health and Education	Health-and-Education_17437	fetched		587114	e4edbf62833ead31f68c2499bd7d7fbf2a1853cf2cf2efa7ff87d27ea5bb0d1c	17437.txt
Charles Kingsley	18369	Westminster Sermons	Westminster-Sermons_18369	unavailable				
Charles Kingsley	20138	True Words for Brave Men: A Book for Soldiers' and Sailors' Libraries	True-Words-for-Brave-Men-A-Book-for-Soldiers-and-Sailors-Libraries_20138	unavailable				
Charles Kingsley	20312	Out of the Deep: Words for the Sorrowful	Out-of-the-Deep-Words-for-the-Sorrowful_20312	unavailable				
Charles Kingsley	20433	Women and Politics	Women-and-Politics_20433	fetched		58625	9fdb453c928c016d5e5389136f09a2e5cd8a564dfcc3226d6471af75c0ddf8e9	20433.txt
Charles Kingsley	20711	Daily Thoughts: selected from the writings of Charles Kingsley by his wife	Daily-Thoughts-selected-from-the-writings-of-Charles-Kingsley-by-his-wife_20711	unavailable				
Charles Kingsley	25564	The Water-Babies: A Fairy Tale for a Land-Baby	The-Water-Babies-A-Fairy-Tale-for-a-Land-Baby_25564	unavailable				
Charles Kingsley	30944	Lectures Delivered in America in 1874	Lectures-Delivered-in-America-in-1874_30944	fetched		226262	bab57c985951a52f76085028fa02285f58740ef04e991a9aa9cab1b6216c96e5	30944-0.txt
Charles Kingsley	36309	The Water-Babies	The-Water-Babies_36309	fetched		335044	a23aa5683cee3c2f607cd3ba89af2f4eaad25e69292d6ac2543ed84a814e1e4a	36309-8.txt
Charles William Eliot	16931	Four American Leaders	Four-American-Leaders_16931	fetched		116793	2759d94994b8adea9b02bcdc765d5c9a121694885c78900789019c1b03be849c	16931-8.txt
Cyril Falls	48716	The History of the 36th (Ulster) Division	The-History-of-the-36th-Ulster-Division_48716	fetched		894563	cfeccb6610b131da7b0915f086ac66cfd4dc899b0d04d59435cf849726214aaf	48716-0.txt
Daniel Webster	7600	Select Speeches of Daniel Webster, 1817-1845	Select-Speeches-of-Daniel-Webster-1817-1845_7600	fetched		736903	ebca97b3fb7ba0e2a779c6adb23a70af002496fce4dd61f93fc36d6438b3c6dc	7600-8.txt
Daniel Webster	12606	The Great Speeches and Orations of Daniel Webster	The-Great-Speeches-and-Orations-of-Daniel-Webster_12606	unavailable				
Daniel Webster	36843	The Works of Daniel Webster, Volume 1	The-Works-of-Daniel-Webster-Volume-1_36843	fetched		1377226	198c058d05d8f01a92572a06fd022e0ee47ced1e94b80be85b3a881538a1989a	36843.txt
Daniel Webster	41300	Daniel Webster for Young Americans	Daniel-Webster-for-Young-Americans_41300	unavailable				
Dora Russell	47282	A Country Sweetheart	A-Country-Sweetheart_47282	fetched		762619	da515aff03ab3639867ee3afd7352127ffa21ba1151616d76093b0a56cca4a8b	47282.txt
Elizabeth Bibesco	15156	Balloons	Balloons_15156	fetched		207403	deac871c17388e9d2dfeef9123529aaf81d88f320aeaf0babcf569d2e02189c3	15156-8.txt
Faith Baldwin	37710	Mavis of Green Hill	Mavis-of-Green-Hill_37710	fetched		426764	5db862f609b8f93963fa6eaa38ee85821d44ba671f31f9a64578e16ac66d2d6e	37710-8.txt
Francis Thompson	1336	Shelley: An Essay	Shelley-An-Essay_1336	unavailable				
Francis Thompson	1469	Poems	Poems_1469	fetched		95167	a88a715de877cd8da4720b63c87bc53c51d3b1f4d881c06a432409b9856973e8	1469-0.txt
Francis Thompson	1471	New Poems	New-Poems_1471	fetched		186229	69a13c939aa4d58a00e880d1ae08b90c9c7b9ee6e516d70e681d07d198a6a73a	1471.txt
Francis Thompson	1731	Sister Songs: An Offering to Two Sisters	Sister-Songs-An-Offering-to-Two-Sisters_1731	fetched		78885	cb9173bcb637501076482a753c7e33b568376bef823c3ad2fd03ff59ef0b2c24	1731-0.txt
Francis Thompson	30730	The Hound of Heaven	The-Hound-of-Heaven_30730	fetched		70571	09067224b18171ff73efc8bf9438b09ee8cbbb552c3695db1f471672b1936ac5	30730-8.txt
Francis Thompson	35922	Victorian Ode for Jubilee Day, 1897	Victorian-Ode-for-Jubilee-Day-1897_35922	unavailable				
Francis Thompson	41215	Selected Poems of Francis Thompson	Selected-Poems-of-Francis-Thompson_41215	fetched		219877	80f5b4233b674c6c5ab326cb6ac0952c1f501ce420128cf589a2bf8af0747e22	41215-8.txt
G. Stanley Hall	9173	Youth: Its Education, Regimen, and Hygiene	Youth-Its-Education-Regimen-and-Hygiene_9173	unavailable				
G. Stanley Hall	66534	Senescence, the Last Half of Life	Senescence-the-Last-Half-of-Life_66534	fetched		1084053	79664fb4e715c73501b6d0884c9d1f2ad1ea3cc9407cc792209f0da67441c914	66534-0.txt
Gabriele D'Annunzio	20015	The Child of Pleasure	The-Child-of-Pleasure_20015	fetched		597033	250383559653db4ebbb35ef408d23e72d6b09e04dee715eaf8bed6cc9522e790	20015.txt
Gabriele D'Annunzio	54236	The Intruder	The-Intruder_54236	fetched		529259	6feef06729489b5baca9a54dab0e03c2efea0f762c63fca737a3dddb5a1aef6f	54236-0.txt
Gabriele D'Annunzio	54272	The Triumph of Death	The-Triumph-of-Death_54272	fetched		692718	fcca6b851ee45657b27b37e0ba4ce2b9c93738de0b0571475addac158247bfd5	54272-0.txt
Gabriele D'Annunzio	55742	Tales of My Native Town	Tales-of-My-Native-Town_55742	fetched		370882	eeb38143108e83cf656c027672d689b817350a61b54ea67980d5dbba95918144	55742-0.txt
Gabriele D'Annunzio	60601	The Flame	The-Flame_60601	fetched		529447	7fc4f1b1a4f52f4e6b9ea3de1897386b5e7419b8ac5207518f5b794bea617233	60601-0.txt
Gabriele D'Annunzio	67313	The Virgins of the Rocks	The-Virgins-of-the-Rocks_67313	fetched		394218	c8b2d5a6642278972df3d163b2302434c9c41d4346ae15dadeabf2b92c2f393a	67313-0.txt
George Borrow	415	The Bible in Spain	The-Bible-in-Spain_415	unavailable				
George Borrow	422	The Romany Rye	The-Romany-Rye_422	fetched		923490	413a7b2a02e1fd133ae0d8a11538ffe33647da4a5dabdcd42c831359de31011d	422.txt
George Borrow	452	Lavengro: The Scholar, the Gypsy, the Priest	Lavengro-The-Scholar-the-Gypsy-the-Priest_452	unavailable				
George Borrow	565	The Zincali: An Account of the Gypsies of Spain	The-Zincali-An-Account-of-the-Gypsies-of-Spain_565	unavailable				
George Borrow	603	Letters of George Borrow to the British and Foreign Bible Society	Letters-of-George-Borrow-to-the-British-and-Foreign-Bible-Society_603	fetched		765799	05d494823c939cfd3ddf8239b9ecb84eb18bd887c0845fbdb67500bd6f13e209	603.txt
George Borrow	648	Wild Wales: Its People, Language and Scenery	Wild-Wales-Its-People-Language-and-Scenery_648	fetched		1350954	1ff302fc3bff4ab24fddd984fec9906392ed54f69b34a85e89951fad6501982b	648-0.txt
George Borrow	2733	Romano Lavo-Lil: Word Book of the Romany; Or, English Gypsy Language	Romano-Lavo-Lil-Word-Book-of-the-Romany-Or-English-Gypsy-Language_2733	unavailable				
George Borrow	12458	The Talisman, from the Russian of Alexander Pushkin; With Other Pieces	The-Talisman-from-the-Russian-of-Alexander-Pushkin-With-Other-Pieces_12458	unavailable				
George Borrow	12510	Targum	Targum_12510	unavailable				
George Borrow	13957	The Pocket George Borrow	The-Pocket-George-Borrow_13957	unavailable				
George Borrow	18400	Isopel Berners	Isopel-Berners_18400	unavailable				
George Borrow	20198	Lavengro: the Scholar - the Gypsy - the Priest	Lavengro-the-Scholar-the-Gypsy-the-Priest_20198	unavailable				
George Borrow	21206	The Romany Rye	The-Romany-Rye_21206	unavailable				
George Borrow	22877	Lavengro	Lavengro_22877	unavailable				
George Borrow	22878	Lavengro	Lavengro_22878	unavailable				
George Borrow	23287	Lavengro: The Scholar, the Gypsy, the Priest	Lavengro-The-Scholar-the-Gypsy-the-Priest_23287	unavailable				
George Borrow	25071	The Romany Rye	The-Romany-Rye_25071	unavailable				
George Borrow	27409	The King's Wake, and Other Ballads	The-King-s-Wake-and-Other-Ballads_27409	fetched		32907	329f68fb5bf1f8c0e4b7ba5f730987096dab350e19914f12272ae99cd1659697	27409-0.txt
George Borrow	28784	Letters to his mother, Ann Borrow	Letters-to-his-mother-Ann-Borrow_28784	unavailable				
George Borrow	28814	Letters to his wife Mary Borrow	Letters-to-his-wife-Mary-Borrow_28814	fetched		46194	a9904e4337a1340c97f10866ddbdbc2c80519e0da05d2af1a9256eb0fbb22f37	28814-0.txt
George Borrow	28816	Signelil, A Tale from the Cornish, and Other Ballads	Signelil-A-Tale-from-the-Cornish-and-Other-Ballads_28816	fetched		36189	c4593ee98d0419b3e47feed6744cd7a49aa836b0bca0df05c703ead36b3fb65a	28816-0.txt
George Borrow	28817	The Dalby Bear, and Other Ballads	The-Dalby-Bear-and-Other-Ballads_28817	fetched		31372	58a567c026acd6bdde06c4c9caa5be084d3b9dc42a6793f9217082df5efce457	28817-0.txt
George Borrow	28818	The Giant of Bern and Orm Ungerswayne: A Ballad	The-Giant-of-Bern-and-Orm-Ungerswayne-A-Ballad_28818	unavailable				
George Borrow	28824	The Mermaid's Prophecy	The-Mermaid-s-Prophecy_28824	unavailable				
George Borrow	28825	The Verner Raven, The Count of Vendel's Daughter, and Other Ballads	The-Verner-Raven-The-Count-of-Vendel-s-Daughter-and-Other-Ballads_28825	fetched		35185	4e8147f8cd50367ed95d694eb81fce295d0a2b346916d2320662e1c9f606f3ca	28825-0.txt
George Borrow	28826	The Song of Deirdra, King Byrge and his Brothers, and Other Ballads	The-Song-of-Deirdra-King-Byrge-and-his-Brothers-and-Other-Ballads_28826	fetched		37671	818e59b0fbbfaf8e6f8da4b6aa5acc6c14aba9bb5c660201ebbf2497ac94ff85	28826-0.txt
George Borrow	28830	The Songs of Ranild	The-Songs-of-Ranild_28830	fetched		34400	177a0058cff9587851d4c093f3c9d35348c2e862bb49558525467c3ffb5bc73d	28830-0.txt
George Borrow	28834	The Story of Yvashka with the Bear's Ear	The-Story-of-Yvashka-with-the-Bear-s-Ear_28834	fetched		34291	cedb92a4955d1b890a8a23c4e15debd9b9967c126ea0f012b7d4fc3e2f4d146c	28834-0.txt
George Borrow	28835	The Tale of Brynild, and King Valdemar and His Sister: Two Ballads	The-Tale-of-Brynild-and-King-Valdemar-and-His-Sister-Two-Ballads_28835	unavailable				
George Borrow	28985	Tord of Hafsborough, and Other Ballads	Tord-of-Hafsborough-and-Other-Ballads_28985	fetched		38090	a41537109bf933fe6e20b0014b64a3315100208ec6cee7959023051908c508ab	28985-0.txt
George Borrow	28986	Young Swaigder; or, The Force of Runes, and Other Ballads	Young-Swaigder-or-The-Force-of-Runes-and-Other-Ballads_28986	unavailable				
George Borrow	29103	Grimhild's Vengeance: Three Ballads	Grimhild-s-Vengeance-Three-Ballads_29103	unavailable				
George Borrow	29123	The Fountain of Maribo, and Other Ballads	The-Fountain-of-Maribo-and-Other-Ballads_29123	fetched		33940	825d6d6306c5b0cf18ba8a61bd8883357a1a4a9761e673829386a32e6a8369e5	29123-0.txt
George Borrow	29469	A Supplementary Chapter to the Bible in Spain	A-Supplementary-Chapter-to-the-Bible-in-Spain_29469	fetched		78656	ca9e2e4b7306c428a59fa163aac1c594851db6fe08e9a31526c7c4f1354e29b3	29469-0.txt
George Borrow	29649	The Serpent Knight, and Other Ballads	The-Serpent-Knight-and-Other-Ballads_29649	fetched		39022	157b588f0816ca32186d5d1978bd56227ae671040f632e3effe88e7202917894	29649-0.txt
George Borrow	30792	Lavengro: The Scholar, The Gypsy, The Priest	Lavengro-The-Scholar-The-Gypsy-The-Priest_30792	unavailable				
George Borrow	33336	The Welsh and Their Literature	The-Welsh-and-Their-Literature_33336	unavailable				
George Borrow	35642	The Bible in Spain, Vol. 1 [of 2]	The-Bible-in-Spain-Vol-1-of-2_35642	unavailable				
George Borrow	35676	The Bible in Spain, Vol. 2 [of 2]	The-Bible-in-Spain-Vol-2-of-2_35676	unavailable				
George Borrow	37665	Wild Wales: The People, Language, & Scenery	Wild-Wales-The-People-Language-Scenery_37665	unavailable				
George Borrow	54048	The Romany Rye	The-Romany-Rye_54048	unavailable				
George Borrow	62073	George Borrow's Second Tour in Wales	George-Borrow-s-Second-Tour-in-Wales_62073	fetched		43356	8298061bd7d6e92378ca675fc49c3d2dad75d4559ca5afe2e1205e3f813efa2b	62073-0.txt
George Gissing	1463	The Private Papers of Henry Ryecroft	The-Private-Papers-of-Henry-Ryecroft_1463	fetched		368612	a7a5163388b6f49b40e77dc02981a052128d90336906f216703dd404eb68c959	1463.txt
George Gissing	1709	New Grub Street	New-Grub-Street_1709	fetched		1097107	065d7850e1c68a95f43d9dc088de511b5b71e3f4fb63f538f0e4c0bc21c5c9f8	1709-0.txt
George Gissing	4297	Eve's Ransom	Eve-s-Ransom_4297	fetched		327306	64c17900e25484067aaebecb1622bd5e187936c7af77a55c743fe75555ec3347	4297.txt
George Gissing	4298	The Paying Guest	The-Paying-Guest_4298	fetched		172537	caaf56d9e86729ef84d1b41b5880e8985b298af9a147068aead8922d1bf954cc	4298.txt
George Gissing	4299	The Whirlpool	The-Whirlpool_4299	fetched		952312	281b0c4966200389b39ebc0232f9afb79331e87abdba17a8dbd92ce21d01cf35	4299.txt
George Gissing	4301	The Nether World	The-Nether-World_4301	fetched		932405	eee7a6f7fcfeece727a865237362888cd9429ea65f9aff0ff6b78d40635eb6ee	4301.txt
George Gissing	4302	Thyrza	Thyrza_4302	unavailable				
George Gissing	4303	Denzil Quarrier	Denzil-Quarrier_4303	fetched		484174	8a9fe25b6a06028e0c95221eaa806780530911bc41d37622da9744f0af59e803	4303-8.txt
George Gissing	4304	Our Friend the Charlatan	Our-Friend-the-Charlatan_4304	fetched		783925	eee58727216e4e830c5c275af9d9886f653b2598377df05cc9f1705262a0ff5a	4304.txt
George Gissing	4305	The Unclassed	The-Unclassed_4305	fetched		723003	6d339468d894beecb314b823b25edaed420aee9ba81a118ad1deeb897144a120	4305.txt
George Gissing	4306	Veranilda	Veranilda_4306	fetched		679141	9b997d1b5f3e4b5754056683ddbd1ca2ca375873cf3e92da048f02d165c6be44	4306.txt
George Gissing	4307	In the Year of Jubilee	In-the-Year-of-Jubilee_4307	fetched		791208	0b90336c8aecc9b6e68007d54f8ba2783d52bd0eed214f63b7b4789610d43afe	4307-0.txt
George Gissing	4308	The Town Traveller	The-Town-Traveller_4308	fetched		389268	baef6d15aa9fd30b9805a49e1da6e6c85b717ae8b9d74fd123a9a8d45d9b7ec5	4308.txt
George Gissing	4309	Demos	Demos_4309	fetched		1150346	efec80c08798127a2032e54dd9e7befbf820cc7ee07d58ab0d7e860769f10f2e	4309-0.txt
George Gissing	4310	Will Warburton	Will-Warburton_4310	fetched		503222	334d79c84453de919a45162a270f3779494651161e5ccf87cada7e9b107fef6d	4310-8.txt
George Gissing	4311	The Emancipated	The-Emancipated_4311	fetched		841291	1cad7c8ca4d17389f4ac8b83c994eda1ddc237f87b98d2fd9d20972b82007412	4311.txt
George Gissing	4312	A Life's Morning	A-Life-s-Morning_4312	fetched		820137	eba4c26583a0f4420f71012a058126d9276c052378b274bb931cce75657de462	4312.txt
George Gissing	4313	The Odd Women	The-Odd-Women_4313	fetched		815631	e6e130e106cb389f49cf0f697536a812d4802c00910634a766414332b9e8fddc	4313-8.txt
George Gissing	4354	By the Ionian Sea: Notes of a Ramble in Southern Italy	By-the-Ionian-Sea-Notes-of-a-Ramble-in-Southern-Italy_4354	unavailable				
George Gissing	4526	Born in Exile	Born-in-Exile_4526	fetched		946661	bfe8ebc6251258c5f976502a33094b2ea4a83043251446891104ccc59aaf36ed	4526.txt
George Gissing	4541	The Crown of Life	The-Crown-of-Life_4541	fetched		707667	5036e7f4921ccf932dc2ba0aecfed4d85830aee401481a9fb6aba7c2a9f361d1	4541-8.txt
George Gissing	11603	The House of Cobwebs and Other Stories	The-House-of-Cobwebs-and-Other-Stories_11603	fetched		606619	4726882ea585d14399b4464196dfe393a69dad0d4a2c7df66c29e43d9e08f716	11603-8.txt
George Gissing	54431	Isabel Clarendon, Vol. 1 (of 2)	Isabel-Clarendon-Vol-1-of-2_54431	unavailable				
George Gissing	54432	Isabel Clarendon, Vol. 2 (of 2)	Isabel-Clarendon-Vol-2-of-2_54432	unavailable				
George Meredith	1042	A Reading of Life, with Other Poems	A-Reading-of-Life-with-Other-Poems_1042	fetched		103555	6b7352aba29bcb874081f0207066887b3afff9703b73b0f08b9a7ae844c2ba2b	1042-0.txt
George Meredith	1219	An Essay on Comedy and the Uses of the Comic Spirit	An-Essay-on-Comedy-and-the-Uses-of-the-Comic-Spirit_1219	fetched		119462	064c3004a35f55819dea6f09271d3f20c0fe5bfefd398dac65f535258ffc84e1	1219.txt
George Meredith	1381	Poems — Volume 1	Poems-Volume-1_1381	unavailable				
George Meredith	1382	Poems — Volume 2	Poems-Volume-2_1382	unavailable				
George Meredith	1383	Poems — Volume 3	Poems-Volume-3_1383	unavailable				
George Meredith	1684	The Egoist: A Comedy in Narrative	The-Egoist-A-Comedy-in-Narrative_1684	unavailable				
George Meredith	4401	The Shaving of Shagpat; an Arabian entertainment — Volume 1	The-Shaving-of-Shagpat-an-Arabian-entertainment-Volume-1_4401	fetched		191713	91f0a6e8ec5fede31bbecd2ab080f3d04d6fa29d8a4f4de3ce3cffc6aa526516	4401.txt
George Meredith	4402	The Shaving of Shagpat; an Arabian entertainment — Volume 2	The-Shaving-of-Shagpat-an-Arabian-entertainment-Volume-2_4402	fetched		96475	0214367cba3aa7887585010dd3440c38593f4acc600fbf9cea4877f16531b106	4402.txt
